,Longitude,Latitude,Month,Season,DayofWeek,Workday,Hour,PRECIPITATION,MIN_TEMPERATURE,Target
58,-114.16382601816689,51.135356469498696,7,Summer,3,Weekday,18,0,14.4,0
244,-114.21089655545336,51.121142820092594,11,Winter,1,Weekday,7,0,-18.9,1
2,-113.98639435894513,51.15431538344651,11,Winter,3,Weekday,21,0,3.6,0
283,-114.07163644669396,50.98962821305766,10,Summer,3,Weekday,19,0,-1.8,1
665,-114.0199513,51.03541833,4,Winter,5,Weekday,20,0,-3.7,1
658,-114.1171775,50.90505069,5,Winter,2,Weekday,8,0,4.7,1
1480,-114.0631895,51.04331051,3,Winter,3,Weekday,10,0,-2.7,1
1303,-114.12923894505117,51.093243037165934,9,Summer,5,Weekday,18,0,8.8,0
465,-114.0839233,51.04295783,2,Winter,4,Weekday,15,1,-11.1,1
491,-114.1601292,51.16793783,1,Winter,2,Weekday,18,0,-1.2,1
743,-114.0574168,51.11065449,12,Winter,2,Weekday,20,0,-5.6,1
813,-113.9736671,51.05214769,8,Summer,5,Weekday,15,0,9.8,1
1436,-114.22112963643238,51.141211271812395,9,Summer,6,Weekend,14,1,9.1,0
245,-114.0244006444007,50.87758765048826,11,Winter,0,Weekday,15,0,-14.4,1
43,-114.05170313529528,51.05467692489569,10,Summer,2,Weekday,15,1,5.2,1
700,-114.18653512201607,50.9081649872819,9,Summer,6,Weekend,17,1,8.1,0
1392,-113.9831128,51.03788417,8,Summer,4,Weekday,14,1,5.0,1
1132,-114.09718564018743,51.062302254124056,2,Winter,0,Weekday,18,0,-2.6,0
195,-114.05952618724352,50.993565088963216,1,Winter,0,Weekday,12,0,-11.0,1
522,-114.0610022,51.03947314,11,Winter,4,Weekday,16,0,-9.6,1
1416,-114.0236499,51.02015717,7,Summer,2,Weekday,16,0,8.5,1
722,-113.94427142801696,51.11828877049378,8,Summer,0,Weekday,8,0,-5.8,0
8,-114.0740584904336,51.16540352089923,11,Winter,6,Weekend,19,1,-1.0,1
1204,-114.15593018638688,51.113686488024015,8,Winter,6,Weekend,6,1,-7.3,0
716,-114.09572216278177,50.91190267897154,7,Summer,2,Weekday,17,0,11.8,0
393,-113.9757477,51.03627964,6,Summer,4,Weekday,20,0,7.8,1
983,-113.9277898,51.11401201,10,Summer,5,Weekday,16,0,-6.7,1
190,-113.95386999345749,51.11886048573852,9,Winter,0,Weekday,18,0,-4.0,0
806,-114.076805,51.03896382,8,Summer,6,Weekend,11,1,3.9,1
502,-114.0888426,51.04309704,12,Winter,5,Weekday,18,1,-7.6,1
972,-113.978699,51.07469552,10,Summer,6,Weekend,23,1,-6.5,1
1014,-114.1848756,51.13744178,6,Summer,0,Weekday,8,0,5.6,1
721,-114.1660643065813,51.169040585142625,1,Summer,5,Weekday,21,1,-11.6,0
1002,-113.99149095413112,50.940822990238736,9,Winter,5,Weekday,18,0,5.2,0
1186,-114.14546344276478,51.127238760606275,8,Summer,4,Weekday,20,0,12.2,0
1360,-114.08542088377251,51.16182922088091,12,Winter,3,Weekday,19,0,2.6,0
1183,-113.99634107750789,51.16323981511668,10,Summer,6,Weekend,16,1,9.4,0
121,-114.18465769939851,51.081538499567934,7,Summer,6,Weekend,14,0,12.3,1
1156,-114.0718359,50.9649197,10,Summer,2,Weekday,8,0,1.6,1
415,-113.962517207282,51.02041695891228,10,Winter,0,Weekday,14,0,-13.9,0
477,-114.1060259,51.06703619,2,Winter,5,Weekday,21,0,-3.2,1
1317,-114.1136882366163,51.092316101624846,11,Summer,0,Weekday,15,0,13.6,0
112,-114.08140280089468,51.0426978320224,8,Summer,2,Weekday,17,0,11.1,1
580,-114.07557693385354,51.12306856999652,11,Summer,2,Weekday,23,0,7.4,0
1125,-113.95017700293886,51.1738017,6,Winter,1,Weekday,9,0,0.9,0
704,-113.97193785262883,50.94766150252082,8,Winter,2,Weekday,10,1,6.2,0
126,-114.03076839522383,51.13154717897042,8,Summer,4,Weekday,8,1,-3.7,0
1067,-114.1285498892759,50.9345688454227,9,Summer,3,Weekday,22,0,4.3,0
645,-114.0369886,51.11058345,6,Summer,2,Weekday,5,0,10.2,1
1468,-113.94298464335321,50.89385092253924,9,Summer,6,Weekend,19,0,15.6,0
489,-114.11995062604142,51.16740452838276,9,Summer,6,Weekend,16,1,6.7,0
908,-114.0763003,50.99591444,1,Winter,2,Weekday,19,1,-14.1,1
552,-114.0514341,51.16516008,10,Summer,2,Weekday,8,0,-1.7,1
1196,-114.1091246,51.08754717,8,Summer,1,Weekday,17,1,8.0,1
1203,-114.0836462,51.04708189,8,Summer,4,Weekday,23,1,10.7,1
199,-114.04101859812661,51.09838176098597,11,Summer,3,Weekday,15,0,17.0,0
1048,-114.0560571,51.06330666,3,Winter,1,Weekday,16,0,-21.2,1
1042,-113.9429613,50.91659117,3,Winter,0,Weekday,8,0,-2.3,1
193,-114.00057871951032,51.023706382617526,1,Winter,1,Weekday,18,0,-5.5,1
980,-114.2497239006502,51.1309854675085,10,Summer,6,Weekend,12,1,-7.9,0
827,-114.03428153852987,50.9564463565422,9,Summer,5,Weekday,19,0,10.6,0
575,-114.0398201078809,51.049103485328054,1,Summer,2,Weekday,12,0,8.2,0
547,-114.0911999,51.08411013,10,Summer,5,Weekday,18,1,1.0,1
591,-114.0361669,51.04765343,8,Summer,0,Weekday,15,1,6.4,1
1201,-114.0502924,51.05199842,8,Summer,3,Weekday,8,1,12.0,1
13,-114.09370336421004,51.143307939603936,3,Winter,6,Weekend,8,1,9.0,0
1470,-113.952166,50.9130255,4,Winter,4,Weekday,13,0,-0.6,1
38,-114.03860677096284,50.930172605282806,10,Summer,0,Weekday,6,0,2.0,1
1435,-114.08556034479948,50.926509792958896,12,Winter,4,Weekday,19,0,-23.1,0
1499,-114.0052562,51.01500138,2,Winter,4,Weekday,11,1,-18.0,1
722,-114.063807,51.00137983,12,Winter,3,Weekday,17,0,0.4,1
512,-113.92640851138798,50.9226965336844,5,Summer,6,Weekend,13,1,6.6,0
79,-114.06247859750675,51.06969975537311,9,Summer,4,Weekday,17,0,6.7,1
965,-114.12146383495423,51.0347157479816,2,Summer,6,Weekday,23,0,7.3,0
717,-113.9525051,51.09865706,12,Winter,3,Weekday,23,0,-11.2,1
1271,-113.9613706,51.03782803,3,Winter,6,Weekend,0,0,-10.1,1
1362,-113.9855565,51.07136831,10,Summer,3,Weekday,15,1,-3.0,1
742,-113.96983065391916,51.14240425900602,10,Summer,0,Weekday,19,0,-4.5,0
909,-114.160363,51.06956196,1,Winter,2,Weekday,17,1,-14.1,1
557,-114.0868406,51.13180851,10,Summer,4,Weekday,20,0,-3.9,1
1281,-114.0968483,51.04237114,3,Winter,5,Weekday,19,1,-12.9,1
98,-114.05706046769309,50.99993606311183,10,Summer,6,Weekend,16,1,-10.8,0
762,-113.9355518,51.05964505,11,Winter,0,Weekday,20,0,3.0,1
1464,-113.92014044819777,50.90368807331339,3,Summer,0,Weekday,16,0,1.8,0
620,-114.1617342,50.98269067,7,Summer,2,Weekday,0,0,13.4,1
671,-114.0685895,50.91912354,4,Winter,4,Weekday,15,0,-5.2,1
1396,-114.0735751,51.04963438,8,Summer,1,Weekday,0,1,7.3,1
188,-114.0125980533046,50.89653395415034,2,Winter,2,Weekday,16,0,-5.9,0
122,-114.11149441811031,50.93885897615573,9,Summer,6,Weekend,3,1,11.9,0
804,-114.24048261658334,51.101317513379,9,Winter,6,Weekday,10,1,0.0,0
1463,-114.0764003,50.93372173,5,Winter,5,Weekday,14,1,8.0,1
345,-114.20476816252618,51.05091240581488,2,Winter,2,Weekday,9,0,-4.6,0
306,-114.07169293968266,50.97590718011312,9,Summer,0,Weekday,16,0,4.7,1
488,-114.0026634,51.04562795,1,Winter,2,Weekday,18,0,-20.5,1
1112,-114.20952283654063,51.09294406561355,10,Summer,1,Weekday,16,0,13.3,0
151,-114.09504999268233,51.139114429509505,3,Winter,5,Weekday,18,1,6.6,0
186,-113.99401729644768,51.04760915934386,2,Winter,3,Weekday,4,0,-17.2,1
1141,-114.0908870242195,51.16999648312698,9,Summer,4,Weekday,10,0,6.9,0
712,-114.0409356,50.97825568,1,Winter,2,Weekday,21,0,-7.6,1
82,-114.07357506393,51.04963437510529,9,Summer,3,Weekday,15,0,5.0,1
233,-113.96999650322638,51.04516322136749,12,Winter,0,Weekday,14,0,-17.2,1
394,-114.0942851,51.04300621,6,Summer,3,Weekday,16,0,7.1,1
1101,-113.9822691,51.08839261,12,Winter,1,Weekday,14,0,-4.6,1
351,-114.11331712896492,50.958685134836976,11,Summer,5,Weekday,16,0,5.6,0
580,-113.9578288,51.11779156,9,Summer,1,Weekday,18,0,6.0,1
1251,-114.0837606,51.04803328,4,Winter,4,Weekday,15,0,-1.1,1
164,-114.04402139909443,50.98683229138971,11,Summer,6,Weekday,19,0,14.1,0
1432,-114.1547099,51.12176301,6,Summer,1,Weekday,21,1,11.0,1
94,-114.05546909410344,51.04792256742585,8,Summer,1,Weekday,22,0,9.6,1
80,-114.07151187328655,51.02969955352971,9,Summer,4,Weekday,17,0,6.7,1
78,-114.08830476683244,51.17869932049244,9,Summer,1,Weekday,11,1,12.9,1
1162,-114.0677075,51.11584455,10,Summer,6,Weekend,11,1,-6.6,1
92,-114.08562831756026,50.994097702464686,8,Summer,3,Weekday,14,1,13.5,1
368,-114.08590286540932,51.05405043751202,7,Summer,0,Weekday,21,1,12.7,1
358,-114.05854555841243,51.03939780863501,8,Summer,6,Weekend,10,0,11.5,1
356,-114.05790837957332,51.04824968924914,8,Summer,1,Weekday,15,0,11.9,1
1062,-113.981692,51.03777598,1,Winter,5,Weekday,20,1,-6.8,1
658,-113.97287460799406,50.89371000322426,4,Summer,2,Weekday,23,0,7.7,0
1505,-113.9377586,50.91436701,12,Winter,3,Weekday,20,0,-26.3,1
1264,-113.96849752623261,50.957893683063524,9,Summer,2,Weekday,5,0,9.7,0
224,-113.96120560599576,51.03217962523208,12,Winter,3,Weekday,16,0,-32.7,1
1452,-114.1180562,50.95418733,5,Winter,5,Weekday,17,1,9.8,1
643,-114.19916113999376,51.089728166964306,6,Summer,2,Weekday,8,1,1.3,0
965,-114.1998791,51.11018978,11,Winter,5,Weekday,20,1,-4.5,1
514,-114.09272571018919,50.9678772142733,2,Winter,1,Weekday,10,1,-12.8,0
672,-114.060367,51.04831937,4,Winter,4,Weekday,13,0,-5.2,1
276,-114.05209444081804,51.004880521381544,9,Summer,1,Weekday,8,0,17.5,0
727,-113.9866502,51.04806091,12,Winter,5,Weekday,1,0,-1.7,1
291,-114.04221152015495,50.88760544419417,9,Summer,2,Weekday,17,0,9.1,0
775,-114.0813999,51.05364894,10,Summer,2,Weekday,14,1,-2.9,1
1391,-113.96319184522376,51.171180294800145,6,Summer,6,Weekend,18,0,4.6,0
180,-114.07144568189094,51.11409536651698,2,Winter,2,Weekday,15,0,-12.6,1
1250,-113.9541796,51.0858862,4,Winter,4,Weekday,23,0,-1.1,1
833,-114.1503455409977,51.18183121875582,7,Summer,2,Weekday,16,0,15.9,0
740,-113.95235337989884,51.08514061575115,9,Summer,5,Weekday,9,0,8.7,0
223,-114.1621608354918,51.07178542053759,12,Winter,5,Weekday,15,0,-23.7,1
232,-114.0892453320658,50.92107144913029,12,Winter,0,Weekday,15,0,-17.2,1
568,-114.158832,51.1111722,9,Summer,0,Weekday,17,0,6.6,1
1458,-114.14078298063401,50.91663421872726,8,Winter,4,Weekday,8,0,-5.9,0
578,-113.9473931,51.16099254,9,Summer,4,Weekday,8,1,7.2,1
510,-114.2187148903546,51.10166372753437,11,Summer,4,Weekday,18,0,6.7,0
198,-114.15955045918687,51.06908383165162,1,Winter,2,Weekday,1,0,-11.3,1
118,-113.93503139176644,51.05964503293741,7,Summer,3,Weekday,16,0,11.1,1
1195,-114.09671535929719,50.90155578473728,10,Winter,0,Weekday,23,0,-3.2,0
1068,-114.0627998,51.04838839,1,Winter,2,Weekday,15,1,-8.2,1
290,-113.99940181433534,51.0830798093315,4,Summer,4,Weekday,17,1,4.4,0
312,-114.07994132168571,50.938477043049225,1,Winter,5,Weekday,19,1,4.0,0
903,-114.16099668332637,51.02287050017808,10,Summer,4,Weekday,23,0,12.6,0
1354,-113.9497119154241,50.86539171663765,7,Winter,0,Weekday,19,0,-7.7,0
1278,-114.0608654,51.04135756,3,Winter,2,Weekday,14,0,-11.0,1
637,-114.2065293,51.12346985,6,Summer,6,Weekend,18,0,9.2,1
1465,-114.165351,51.12699093,4,Winter,6,Weekend,16,1,2.4,1
681,-113.945652,51.10093474,3,Winter,1,Weekday,23,0,-6.3,1
642,-114.1603539,51.01942844,6,Summer,3,Weekday,9,0,7.1,1
1230,-114.04769017129546,51.05326166184564,5,Summer,4,Weekday,16,1,-6.5,0
891,-114.0625947,51.11037963,2,Winter,3,Weekday,5,1,-1.9,1
877,-114.0646013,51.01575514,3,Winter,0,Weekday,9,0,-15.3,1
1404,-113.96493474762738,51.18345564386815,9,Summer,4,Weekday,18,1,-0.7,0
1343,-114.0738126,51.04682089,11,Winter,4,Weekday,0,1,-16.3,1
407,-114.0703448,51.0467005,5,Winter,1,Weekday,15,0,1.2,1
1272,-113.99104902096096,51.083660210350736,2,Summer,2,Weekday,13,0,-10.1,0
703,-114.07613231044142,51.017085555430704,8,Summer,1,Weekday,18,0,2.8,0
219,-114.1124836558294,51.07248247144298,3,Winter,3,Weekday,12,0,-0.1,0
886,-114.0887064,51.04533065,3,Winter,1,Weekday,7,1,-4.9,1
508,-114.12070617542624,50.91305332242781,10,Summer,6,Weekend,18,0,14.0,0
142,-114.0741466270143,51.04173374654391,6,Summer,6,Weekend,13,0,8.6,1
395,-114.1411234,51.04150998,6,Summer,2,Weekday,17,0,5.9,1
895,-114.12564178522969,51.05421412687038,8,Winter,2,Weekday,14,1,3.9,0
904,-114.1063502,51.06690536,1,Winter,4,Weekday,15,0,-27.5,1
1038,-114.0690337,51.0305068,3,Winter,4,Weekday,11,0,-3.7,1
475,-114.0605295,51.03849674,2,Winter,2,Weekday,6,0,2.4,1
2,-114.06253542002509,51.05977212603129,11,Winter,3,Weekday,20,1,-6.3,1
1346,-114.0888426,51.04309704,11,Winter,2,Weekday,20,1,-5.7,1
346,-114.1307248192139,51.06455959279984,8,Summer,3,Weekday,7,0,11.9,1
1428,-114.07275068819202,50.92533518547015,3,Winter,5,Weekday,18,0,-0.6,0
490,-114.20183554293855,51.1132935410721,4,Winter,4,Weekday,8,0,-4.8,0
765,-114.0741466,51.04173375,10,Summer,3,Weekday,14,0,-1.8,1
1098,-114.2114015,51.05970278,12,Winter,1,Weekday,15,0,-4.6,1
1170,-114.0557105,51.04440091,9,Summer,6,Weekend,23,1,-0.3,1
214,-114.21436581984365,51.10445892765763,5,Winter,6,Weekday,15,0,-1.1,0
640,-114.1079162366408,50.93841335351164,3,Winter,1,Weekend,18,0,-17.1,0
363,-113.98171020428114,51.021115809801216,8,Summer,1,Weekday,8,0,12.4,1
260,-114.06477182987943,50.904557350578315,9,Winter,1,Weekday,20,0,-8.2,0
1470,-114.06071221322382,51.07423128905663,9,Summer,5,Weekday,17,1,-4.7,0
623,-114.0584045,51.04128662,7,Summer,5,Weekday,3,0,13.1,1
384,-114.09157818267512,51.03937677344016,6,Summer,3,Weekday,22,1,9.0,1
826,-114.068369,51.03966819,8,Summer,5,Weekday,0,1,14.0,1
426,-114.0746542,50.98602455,4,Winter,1,Weekday,18,1,3.6,1
168,-114.08586034759156,51.05196098758529,3,Winter,2,Weekday,6,0,-14.1,1
1237,-114.0947557,51.04326518,5,Winter,3,Weekday,9,1,10.9,1
269,-114.0517005517263,51.052869093382206,10,Summer,3,Weekday,11,0,5.0,1
1149,-114.01815723968993,50.92740195654346,11,Winter,2,Weekday,17,0,-1.0,0
1050,-113.981692,51.03777598,2,Winter,2,Weekday,17,0,-23.0,1
1064,-114.0426197,51.06415799,1,Winter,2,Weekday,8,0,-17.1,1
732,-114.1411234,51.04150998,12,Winter,6,Weekend,1,0,-17.3,1
96,-114.08152367940654,51.0419401824926,8,Summer,6,Weekend,21,0,10.4,1
181,-114.14900596492697,51.12232933741069,9,Summer,5,Weekday,18,0,5.2,0
551,-113.88291033690513,50.91119101671188,11,Summer,0,Weekend,10,0,-1.9,0
825,-113.9680968,51.04516524,8,Summer,2,Weekday,22,0,12.0,1
764,-114.06853220228287,50.93458420155329,11,Winter,4,Weekday,13,0,12.2,0
103,-114.06512287384682,50.96495204171541,8,Summer,5,Weekday,7,0,5.0,1
1479,-114.0578415,51.04919005,3,Winter,1,Weekday,15,0,-1.9,1
1377,-114.19864434853379,51.08973074642928,10,Summer,0,Weekend,11,0,7.8,0
61,-113.98600049071676,51.05701414984731,9,Summer,3,Weekday,18,0,2.5,1
1206,-113.9589577,50.98510266,7,Summer,1,Weekday,0,0,10.9,1
392,-113.98883829219301,51.023307447518334,7,Winter,1,Weekday,19,1,11.2,0
1258,-113.98840166484749,51.04350004683781,10,Winter,0,Weekend,23,1,-12.9,0
741,-113.9566185,51.05511847,12,Winter,3,Weekday,15,0,-6.1,1
1337,-114.0812386,51.0460602,11,Winter,0,Weekday,19,1,-9.1,1
1243,-114.0858796,51.05250045,5,Winter,5,Weekday,21,1,2.8,1
1430,-114.0740119,51.04363076,6,Summer,3,Weekday,22,1,7.0,1
1224,-114.19546123874598,51.09223789258407,9,Summer,6,Weekend,19,0,9.2,0
1352,-114.22152611735572,51.06008080695344,11,Summer,2,Weekday,19,1,8.6,0
1260,-114.00509414654962,51.0805006661197,1,Winter,0,Weekday,17,0,-6.1,0
221,-113.93710482770369,51.08146940408695,2,Winter,1,Weekday,10,0,-23.2,0
354,-113.95368508299939,51.16545320590289,8,Summer,5,Weekday,8,0,9.9,0
528,-114.20186866081723,51.07156861971112,11,Winter,4,Weekday,8,0,-6.8,0
950,-114.0838496,51.04390675,11,Winter,0,Weekday,14,0,-8.0,1
1376,-114.0915782,51.03937677,9,Summer,1,Weekday,8,0,-0.4,1
937,-113.9433315,50.8965613,12,Winter,5,Weekday,17,1,-10.1,1
509,-114.041126193348,50.96297534819218,5,Summer,4,Weekday,9,1,-1.2,0
875,-113.97425188284447,51.02727504478359,8,Summer,0,Weekday,15,0,14.2,0
791,-114.0863812,51.04302715,9,Summer,1,Weekday,8,0,4.1,1
142,-114.17325630991577,51.11279799716481,11,Summer,5,Weekday,10,0,11.0,0
1385,-114.11052,50.90640666,9,Summer,5,Weekday,22,1,7.4,1
582,-114.08539432269788,51.08496874944218,5,Summer,2,Weekday,9,0,11.6,0
829,-113.96697140587185,51.053796192659945,8,Summer,1,Weekday,17,0,15.5,0
851,-114.0974915,50.9945147,6,Summer,2,Weekday,19,0,5.2,1
1325,-114.19132285264814,51.12119043327567,10,Winter,0,Weekday,14,0,-9.1,0
1453,-114.0503355,51.05060185,5,Winter,4,Weekday,15,0,1.9,1
1478,-114.0030472,50.94302713,3,Winter,2,Weekday,9,1,-2.2,1
1506,-113.99545320935452,50.977168174028215,12,Winter,2,Weekday,20,1,1.6,0
1233,-114.1151052502281,50.94914124898118,1,Winter,0,Weekday,14,1,2.1,0
1111,-114.1092217,51.14026919,12,Winter,4,Weekday,7,1,-17.6,1
751,-113.9822672,51.07152177,11,Winter,5,Weekday,23,0,-7.4,1
929,-114.1034281279716,51.0147636848632,9,Summer,0,Weekday,13,0,2.3,0
1039,-114.1015979,51.03782972,3,Winter,2,Weekday,19,0,-2.5,1
52,-114.01550013739885,50.99068196111198,10,Winter,3,Weekday,20,0,-9.6,0
662,-113.90771149297578,50.898339922700444,8,Summer,6,Weekend,17,0,16.8,0
309,-114.11803342434396,51.071010172217406,9,Summer,6,Weekend,22,0,1.9,1
1305,-114.14034155806331,50.9248615298669,2,Winter,5,Weekday,19,0,-16.9,0
1358,-114.0715976,51.06683751,10,Summer,0,Weekday,23,0,6.0,1
201,-114.07686801788678,51.03781084256688,1,Winter,0,Weekday,12,1,-10.2,1
1053,-114.0473917,51.04953438,2,Winter,6,Weekend,2,1,-30.0,1
1318,-114.12826750228767,51.09282269110879,5,Summer,2,Weekday,14,0,13.1,0
1446,-114.0954846,51.05760797,6,Summer,3,Weekday,18,1,11.5,1
1251,-114.09482513857874,51.08705566192655,10,Summer,5,Weekday,9,0,-1.4,0
277,-114.03724381417696,51.03056251330711,10,Summer,0,Weekday,9,0,1.9,1
953,-113.9819635,51.08496552,11,Winter,5,Weekday,17,0,1.1,1
989,-114.0813769,51.00871807,10,Summer,2,Weekday,8,0,-10.0,1
780,-113.9650152,51.08340197,10,Summer,1,Weekday,15,0,4.2,1
1440,-113.9309369,51.12295005,6,Summer,4,Weekday,21,1,7.5,1
857,-114.0682628,51.04156778,5,Winter,2,Weekday,16,0,1.3,1
739,-114.0625751,51.11053121,12,Winter,3,Weekday,15,0,-6.1,1
852,-114.18226024216456,51.139174214570936,2,Winter,4,Weekday,8,0,-9.1,0
966,-113.97246481053381,50.98000539745768,4,Winter,5,Weekday,13,0,-5.0,0
1027,-114.0503591,50.99418673,5,Winter,2,Weekday,16,1,1.4,1
908,-114.11241462240308,51.08880056239942,7,Winter,2,Weekday,8,1,4.0,0
113,-114.14865260937384,51.07620931686368,7,Summer,0,Weekday,6,0,11.3,1
631,-114.081184,51.04700829,6,Summer,5,Weekday,6,0,14.3,1
1304,-114.20150337295678,51.124671300362394,9,Summer,4,Weekday,20,1,11.5,0
328,-113.98196350279323,51.08496551729619,9,Summer,0,Weekday,13,0,10.5,1
535,-113.9647902,51.09200798,11,Winter,2,Weekday,11,0,-4.3,1
506,-114.06873451861688,51.030509543800164,5,Summer,0,Weekday,23,0,-3.8,0
1216,-113.99442149636312,51.02422051084767,8,Summer,6,Weekend,3,1,1.1,0
5,-114.06857480789404,50.91490169395119,11,Winter,2,Weekday,7,1,-3.2,1
1266,-113.94743948552433,51.08158600290555,1,Winter,6,Weekend,18,1,-6.7,0
597,-114.056115,51.06713615,8,Summer,4,Weekday,23,1,9.5,1
1211,-114.07214987553621,51.01919361838283,8,Summer,6,Weekend,3,1,8.0,0
205,-114.26915365762277,51.08195091712631,8,Summer,6,Weekend,20,1,-2.5,0
1016,-114.1221772835377,50.950398231576465,7,Summer,3,Weekday,17,0,-12.3,0
1092,-114.01132658909734,50.965438054225565,10,Summer,6,Weekday,15,0,7.6,0
303,-114.0586756626028,50.963993813083526,9,Summer,2,Weekday,14,0,7.0,1
428,-113.94389461781059,50.922797388460744,9,Summer,1,Weekday,15,0,11.4,0
1323,-113.9647181,50.91630122,12,Winter,4,Weekday,14,1,-4.4,1
277,-114.1979707623132,51.08265973907504,7,Summer,4,Weekday,7,1,14.1,0
574,-114.10105870013359,51.064286944109604,3,Summer,2,Weekday,1,0,-0.6,0
268,-114.0624780729285,51.11073496398477,10,Summer,3,Weekday,17,0,5.0,1
487,-114.0995345,50.90533739,1,Winter,3,Weekday,14,0,-11.9,1
212,-113.95238968495316,51.12975185584026,1,Winter,5,Weekday,4,0,-5.0,1
789,-113.9566185,51.05511847,9,Summer,1,Weekday,16,0,4.1,1
77,-114.1411960809045,51.03160129890815,9,Summer,1,Weekday,12,1,12.9,1
750,-114.17984473847139,51.11194941868989,9,Summer,1,Weekday,23,0,8.6,0
473,-114.0316602,51.04021007,2,Winter,3,Weekday,14,0,-3.0,1
1360,-114.0627326,51.04932875,10,Summer,0,Weekday,9,0,6.0,1
158,-114.0502832296276,51.053268675503205,4,Winter,3,Weekday,16,0,-6.8,1
225,-114.05908556235751,50.91630375635208,12,Winter,1,Weekday,10,0,-4.5,0
789,-114.15029099355267,51.10820966769504,9,Summer,4,Weekday,8,1,3.4,0
509,-114.0848974,51.15686858,12,Winter,3,Weekday,7,1,-3.9,1
403,-114.0946887,51.03323582,6,Summer,3,Weekday,17,0,2.3,1
6,-114.04891739560317,51.05063526577679,1,Winter,3,Weekday,15,0,0.6,0
511,-114.14798429317639,51.016051209005916,9,Summer,4,Weekday,12,0,8.7,0
1071,-114.05454167664931,50.90272379955194,11,Winter,4,Weekday,21,1,2.9,0
1099,-113.9886923,51.07580831,12,Winter,1,Weekday,15,0,-4.6,1
889,-114.0632584,51.01802993,2,Winter,5,Weekday,16,1,-4.1,1
501,-114.04434115423102,51.12524550458028,12,Winter,2,Weekday,19,0,-9.7,0
369,-114.09472541674664,51.08481139948088,7,Summer,0,Weekday,15,1,12.7,1
1274,-113.92937449678652,51.09373913359424,10,Summer,3,Weekday,15,0,7.8,0
759,-114.0813999,51.05364894,11,Winter,0,Weekday,14,0,-14.5,1
1242,-113.9819635,51.08496552,5,Winter,2,Weekday,11,0,12.3,1
1183,-114.0859213,51.05559558,9,Summer,1,Weekday,14,0,5.0,1
494,-114.0717739,50.9609864,12,Winter,4,Weekday,6,1,-25.2,1
781,-114.19101664378408,51.088775722772496,9,Summer,6,Weekend,15,1,10.5,0
1447,-114.1230304,51.05317878,6,Summer,3,Weekday,14,1,11.5,1
108,-114.06292197993308,51.0464892459524,8,Summer,2,Weekday,8,0,11.9,1
1249,-114.0685337,51.03783122,4,Winter,6,Weekend,5,0,-0.4,1
452,-114.071512,51.04355743,3,Winter,4,Weekday,9,0,-3.6,1
1451,-114.0599234,51.10542954,5,Winter,6,Weekend,21,1,7.6,1
782,-114.1706008,51.14460166,10,Summer,5,Weekday,17,0,2.2,1
1414,-113.9585022,51.03785554,7,Summer,5,Weekday,15,1,11.2,1
928,-114.0756899268261,50.91995503312907,10,Summer,6,Weekend,15,1,-1.6,0
820,-114.15542088679184,51.04352347095133,9,Summer,6,Weekend,20,0,2.2,0
810,-114.0675503,51.05136647,8,Summer,3,Weekday,9,0,8.5,1
1223,-114.0848869,50.96344712,6,Summer,0,Weekday,11,0,11.6,1
252,-114.16098568719192,51.0223444810232,11,Winter,1,Weekday,17,0,2.1,1
367,-114.08138246685576,51.04370748357883,7,Summer,5,Weekday,11,0,11.0,1
786,-113.9582569,51.09983294,9,Summer,3,Weekday,13,1,7.7,1
259,-114.08983548522076,51.06681961319355,11,Winter,1,Weekday,20,0,-24.1,1
353,-114.18278380362214,51.06103908148352,8,Summer,5,Weekday,19,0,12.6,1
430,-114.06044784820911,50.93677011174073,12,Winter,2,Weekday,10,0,0.0,0
555,-113.9750348,51.06267332,10,Summer,5,Weekday,18,0,4.2,1
835,-114.19109454165971,51.13938359876123,12,Summer,2,Weekday,13,0,-3.3,0
1450,-114.0710096,50.91143237,5,Winter,0,Weekday,10,0,6.3,1
1203,-113.92542015302328,50.9188327480709,6,Summer,6,Weekend,1,0,8.1,0
1185,-114.0629214,51.04649428,9,Summer,5,Weekday,12,1,6.5,1
99,-114.07148080217604,51.041659084458416,8,Summer,4,Weekday,23,0,7.1,1
753,-113.9955236,51.04466446,11,Winter,6,Weekend,15,0,-11.9,1
