x,y,MIN_TEMPERATURE_FLAG,DIRECTION_MAX_GUST,MAX_REL_HUMIDITY_FLAG,LOCAL_DAY,TOTAL_RAIN,HEATING_DEGREE_DAYS_FLAG,TOTAL_RAIN_FLAG,COOLING_DEGREE_DAYS,COOLING_DEGREE_DAYS_FLAG,CLIMATE_IDENTIFIER,LOCAL_DATE,MAX_TEMPERATURE_FLAG,MEAN_TEMPERATURE,MIN_REL_HUMIDITY,SPEED_MAX_GUST_FLAG,LOCAL_YEAR,MIN_TEMPERATURE,TOTAL_PRECIPITATION,PROVINCE_CODE,MAX_REL_HUMIDITY,STATION_NAME,TOTAL_SNOW_FLAG,DIRECTION_MAX_GUST_FLAG,LOCAL_MONTH,ID,TOTAL_PRECIPITATION_FLAG,SPEED_MAX_GUST,SNOW_ON_GROUND,SNOW_ON_GROUND_FLAG,MIN_REL_HUMIDITY_FLAG,MEAN_TEMPERATURE_FLAG,MAX_TEMPERATURE,TOTAL_SNOW,HEATING_DEGREE_DAYS
-114.00029722222222,51.10944722222222,M,0,,4,,M,M,,M,3031094,2016-08-04 00:00:00,M,,,,2016,,,AB,,CALGARY INT'L CS,M,,8,3031094.2016.8.4,M,0,,,,M,,,
-114.00029722222222,51.10944722222222,,12,,5,,,M,0.1,,3031094,2016-08-05 00:00:00,,18.1,,,2016,12.5,0,AB,,CALGARY INT'L CS,M,,8,3031094.2016.8.5,,44,,,,,23.6,,0
-114.00029722222222,51.10944722222222,,0,,6,,,M,0,,3031094,2016-08-06 00:00:00,,14.4,,,2016,10.7,25.5,AB,,CALGARY INT'L CS,M,,8,3031094.2016.8.6,,0,,,,,18,,3.6
-114.00029722222222,51.10944722222222,,10,,7,,,M,0,,3031094,2016-08-07 00:00:00,,17.8,,,2016,13.4,3.8,AB,,CALGARY INT'L CS,M,,8,3031094.2016.8.7,,32,,,,,22.2,,0.2
-114.00029722222222,51.10944722222222,,33,,8,,,M,0,,3031094,2016-08-08 00:00:00,,16.8,,,2016,12.5,0.4,AB,,CALGARY INT'L CS,M,,8,3031094.2016.8.8,,33,,,,,21.1,,1.2
-114.00029722222222,51.10944722222222,,16,,9,,,M,0,,3031094,2016-08-09 00:00:00,,16.6,,,2016,10.2,0.3,AB,,CALGARY INT'L CS,M,,8,3031094.2016.8.9,,33,,,,,23,,1.4
-114.00029722222222,51.10944722222222,,32,,10,,,M,0,,3031094,2016-08-10 00:00:00,,15.1,,,2016,11.7,4.1,AB,,CALGARY INT'L CS,M,,8,3031094.2016.8.10,,48,,,,,18.5,,2.9
-114.00029722222222,51.10944722222222,,33,,11,,,M,0,,3031094,2016-08-11 00:00:00,,16.7,,,2016,11.4,4.6,AB,,CALGARY INT'L CS,M,,8,3031094.2016.8.11,,50,,,,,22,,1.3
-114.00029722222222,51.10944722222222,,36,,12,,,M,0,,3031094,2016-08-12 00:00:00,,16.7,,,2016,11.9,0.3,AB,,CALGARY INT'L CS,M,,8,3031094.2016.8.12,,33,,,,,21.5,,1.3
-114.00029722222222,51.10944722222222,,36,,13,,,M,0,,3031094,2016-08-13 00:00:00,,17,,,2016,9.2,0.7,AB,,CALGARY INT'L CS,M,,8,3031094.2016.8.13,,56,,,,,24.7,,1
-114.00029722222222,51.10944722222222,,32,,14,,,M,0,,3031094,2016-08-14 00:00:00,,17.4,,,2016,10,3.6,AB,,CALGARY INT'L CS,M,,8,3031094.2016.8.14,,44,,,,,24.7,,0.6
-114.00029722222222,51.10944722222222,,33,,15,,,M,0,,3031094,2016-08-15 00:00:00,,17.7,,,2016,10.6,0.4,AB,,CALGARY INT'L CS,M,,8,3031094.2016.8.15,,41,,,,,24.7,,0.3
-114.00029722222222,51.10944722222222,,1,,16,,,M,1.5,,3031094,2016-08-16 00:00:00,,19.5,,,2016,10.9,0,AB,,CALGARY INT'L CS,M,,8,3031094.2016.8.16,,46,,,,,28,,0
-114.00029722222222,51.10944722222222,,0,,17,,,M,0,,3031094,2016-08-17 00:00:00,,17,,,2016,13.3,1,AB,,CALGARY INT'L CS,M,,8,3031094.2016.8.17,,0,,,,,20.6,,1
-114.00029722222222,51.10944722222222,,36,,18,,,M,0,,3031094,2016-08-18 00:00:00,,13.9,,,2016,9.5,0,AB,,CALGARY INT'L CS,M,,8,3031094.2016.8.18,,56,,,,,18.2,,4.1
-114.00029722222222,51.10944722222222,,16,,19,,,M,0,,3031094,2016-08-19 00:00:00,,13.8,,,2016,6.4,0,AB,,CALGARY INT'L CS,M,,8,3031094.2016.8.19,,32,,,,,21.1,,4.2
-114.00029722222222,51.10944722222222,,0,,20,,,M,0,,3031094,2016-08-20 00:00:00,,16.7,,,2016,8,0,AB,,CALGARY INT'L CS,M,,8,3031094.2016.8.20,,0,,,,,25.4,,1.3
-114.00029722222222,51.10944722222222,,33,,21,,,M,1.5,,3031094,2016-08-21 00:00:00,,19.5,,,2016,11.2,0,AB,,CALGARY INT'L CS,M,,8,3031094.2016.8.21,,32,,,,,27.7,,0
-114.00029722222222,51.10944722222222,,30,,22,,,M,0,,3031094,2016-08-22 00:00:00,,12.3,,,2016,8.6,4.5,AB,,CALGARY INT'L CS,M,,8,3031094.2016.8.22,,74,,,,,15.9,,5.7
-114.00029722222222,51.10944722222222,,31,,23,,,M,0,,3031094,2016-08-23 00:00:00,,12.7,,,2016,9.3,0.2,AB,,CALGARY INT'L CS,M,,8,3031094.2016.8.23,,76,,,,,16,,5.3
-114.00029722222222,51.10944722222222,,36,,24,,,M,0,,3031094,2016-08-24 00:00:00,,12.6,,,2016,5.8,0.3,AB,,CALGARY INT'L CS,M,,8,3031094.2016.8.24,,33,,,,,19.4,,5.4
-114.00029722222222,51.10944722222222,,34,,25,,,M,0,,3031094,2016-08-25 00:00:00,,13.2,,,2016,8.4,2.9,AB,,CALGARY INT'L CS,M,,8,3031094.2016.8.25,,57,,,,,17.9,,4.8
-114.00029722222222,51.10944722222222,,0,,26,,,M,0,,3031094,2016-08-26 00:00:00,,13.3,,,2016,6,0,AB,,CALGARY INT'L CS,M,,8,3031094.2016.8.26,,0,,,,,20.6,,4.7
-114.00029722222222,51.10944722222222,,34,,27,,,M,0,,3031094,2016-08-27 00:00:00,,17.1,,,2016,10.1,2,AB,,CALGARY INT'L CS,M,,8,3031094.2016.8.27,,59,,,,,24.1,,0.9
-114.00029722222222,51.10944722222222,,34,,28,,,M,0,,3031094,2016-08-28 00:00:00,,10.5,,,2016,6.7,0.3,AB,,CALGARY INT'L CS,M,,8,3031094.2016.8.28,,43,,,,,14.3,,7.5
-114.00029722222222,51.10944722222222,,10,,29,,,M,0,,3031094,2016-08-29 00:00:00,,15.5,,,2016,7.3,0,AB,,CALGARY INT'L CS,M,,8,3031094.2016.8.29,,41,,,,,23.6,,2.5
-114.00029722222222,51.10944722222222,,14,,30,,,M,0,,3031094,2016-08-30 00:00:00,,17.5,,,2016,8.5,0.4,AB,,CALGARY INT'L CS,M,,8,3031094.2016.8.30,,35,,,,,26.5,,0.5
-114.00029722222222,51.10944722222222,,16,,31,,,M,1.1,,3031094,2016-08-31 00:00:00,,19.1,,,2016,10.4,0,AB,,CALGARY INT'L CS,M,,8,3031094.2016.8.31,,63,,,,,27.7,,0
-114.00029722222222,51.10944722222222,,7,,1,,,M,0.2,,3031094,2016-09-01 00:00:00,,18.2,,,2016,10.2,1.9,AB,,CALGARY INT'L CS,M,,9,3031094.2016.9.1,,39,,,,,26.1,,0
-114.00029722222222,51.10944722222222,,32,,2,,,M,0,,3031094,2016-09-02 00:00:00,,10.2,,,2016,5.7,3.4,AB,,CALGARY INT'L CS,M,,9,3031094.2016.9.2,,50,,,,,14.7,,7.8
-114.00029722222222,51.10944722222222,,36,,3,,,M,0,,3031094,2016-09-03 00:00:00,,10.7,,,2016,2.6,0,AB,,CALGARY INT'L CS,M,,9,3031094.2016.9.3,,39,,,,,18.8,,7.3
-114.00029722222222,51.10944722222222,,35,,4,,,M,0,,3031094,2016-09-04 00:00:00,,7.9,,,2016,3.9,0.2,AB,,CALGARY INT'L CS,M,,9,3031094.2016.9.4,,33,,,,,11.8,,10.1
-114.00029722222222,51.10944722222222,,20,,5,,,M,0,,3031094,2016-09-05 00:00:00,,9.6,,,2016,1.8,3.1,AB,,CALGARY INT'L CS,M,,9,3031094.2016.9.5,,52,,,,,17.3,,8.4
-114.00029722222222,51.10944722222222,,36,,6,,,M,0,,3031094,2016-09-06 00:00:00,,9.1,,,2016,2.2,0,AB,,CALGARY INT'L CS,M,,9,3031094.2016.9.6,,33,,,,,16,,8.9
-114.00029722222222,51.10944722222222,,28,,7,,,M,0,,3031094,2016-09-07 00:00:00,,10.8,,,2016,1.5,0,AB,,CALGARY INT'L CS,M,,9,3031094.2016.9.7,,32,,,,,20.1,,7.2
-114.00029722222222,51.10944722222222,,30,,8,,,M,0,,3031094,2016-09-08 00:00:00,,11.3,,,2016,7.3,3.5,AB,,CALGARY INT'L CS,M,,9,3031094.2016.9.8,,56,,,,,15.2,,6.7
-114.00029722222222,51.10944722222222,,26,,9,,,M,0,,3031094,2016-09-09 00:00:00,,11.4,,,2016,4.5,0.2,AB,,CALGARY INT'L CS,M,,9,3031094.2016.9.9,,32,,,,,18.3,,6.6
-114.00029722222222,51.10944722222222,,29,,10,,,M,0,,3031094,2016-09-10 00:00:00,,15.3,,,2016,8.6,2,AB,,CALGARY INT'L CS,M,,9,3031094.2016.9.10,,50,,,,,22,,2.7
-114.00029722222222,51.10944722222222,,35,,11,,,M,0,,3031094,2016-09-11 00:00:00,,6.5,,,2016,3.9,8.7,AB,,CALGARY INT'L CS,M,,9,3031094.2016.9.11,,52,,,,,9,,11.5
-114.00029722222222,51.10944722222222,,35,,12,,,M,0,,3031094,2016-09-12 00:00:00,,6.6,,,2016,1.4,0.2,AB,,CALGARY INT'L CS,M,,9,3031094.2016.9.12,,35,,,,,11.8,,11.4
-114.00029722222222,51.10944722222222,,0,,13,,,M,0,,3031094,2016-09-13 00:00:00,,9.3,,,2016,-0.4,0.5,AB,,CALGARY INT'L CS,M,,9,3031094.2016.9.13,,0,,,,,19,,8.7
-114.00029722222222,51.10944722222222,,0,,14,,,M,0,,3031094,2016-09-14 00:00:00,,13.9,,,2016,4.7,0,AB,,CALGARY INT'L CS,M,,9,3031094.2016.9.14,,0,,,,,23.1,,4.1
-114.00029722222222,51.10944722222222,,0,,15,,,M,0,,3031094,2016-09-15 00:00:00,,14.1,,,2016,5.4,1.7,AB,,CALGARY INT'L CS,M,,9,3031094.2016.9.15,,0,,,,,22.7,,3.9
-114.00029722222222,51.10944722222222,,0,,16,,,M,0,,3031094,2016-09-16 00:00:00,,14.2,,,2016,4.6,0.9,AB,,CALGARY INT'L CS,M,,9,3031094.2016.9.16,,0,,,,,23.8,,3.8
-114.00029722222222,51.10944722222222,,28,,17,,,M,0,,3031094,2016-09-17 00:00:00,,15.4,,,2016,10.2,0,AB,,CALGARY INT'L CS,M,,9,3031094.2016.9.17,,41,,,,,20.5,,2.6
-114.00029722222222,51.10944722222222,,28,,18,,,M,0,,3031094,2016-09-18 00:00:00,,10.7,,,2016,3.5,0.2,AB,,CALGARY INT'L CS,M,,9,3031094.2016.9.18,,46,,,,,17.8,,7.3
-114.00029722222222,51.10944722222222,,34,,19,,,M,0,,3031094,2016-09-19 00:00:00,,9.1,,,2016,1.3,0,AB,,CALGARY INT'L CS,M,,9,3031094.2016.9.19,,37,,,,,16.9,,8.9
-114.00029722222222,51.10944722222222,,33,,20,,,M,0,,3031094,2016-09-20 00:00:00,,5.5,,,2016,4,1,AB,,CALGARY INT'L CS,M,,9,3031094.2016.9.20,,33,,,,,6.9,,12.5
-114.00029722222222,51.10944722222222,,0,,21,,,M,0,,3031094,2016-09-21 00:00:00,,7.8,,,2016,2.6,0,AB,,CALGARY INT'L CS,M,,9,3031094.2016.9.21,,0,,,,,12.9,,10.2
-114.00029722222222,51.10944722222222,,0,,22,,,M,0,,3031094,2016-09-22 00:00:00,,6.6,,,2016,3.4,2,AB,,CALGARY INT'L CS,M,,9,3031094.2016.9.22,,0,,,,,9.7,,11.4
-114.00029722222222,51.10944722222222,,0,,23,,,M,0,,3031094,2016-09-23 00:00:00,,11.5,,,2016,6.3,0.2,AB,,CALGARY INT'L CS,M,,9,3031094.2016.9.23,,0,,,,,16.7,,6.5
-114.00029722222222,51.10944722222222,,34,,24,,,M,0,,3031094,2016-09-24 00:00:00,,10.2,,,2016,4.6,0,AB,,CALGARY INT'L CS,M,,9,3031094.2016.9.24,,46,,,,,15.8,,7.8
-114.00029722222222,51.10944722222222,,28,,25,,,M,0,,3031094,2016-09-25 00:00:00,,9.6,,,2016,-0.4,0.6,AB,,CALGARY INT'L CS,M,,9,3031094.2016.9.25,,46,,,,,19.5,,8.4
-114.00029722222222,51.10944722222222,,0,,26,,,M,0,,3031094,2016-09-26 00:00:00,,15.6,,,2016,7.2,0,AB,,CALGARY INT'L CS,M,,9,3031094.2016.9.26,,0,,,,,24,,2.4
-114.00029722222222,51.10944722222222,,35,,27,,,M,0,,3031094,2016-09-27 00:00:00,,13.6,,,2016,8.6,1,AB,,CALGARY INT'L CS,M,,9,3031094.2016.9.27,,69,,,,,18.6,,4.4
-114.00029722222222,51.10944722222222,,16,,28,,,M,0,,3031094,2016-09-28 00:00:00,,9.7,,,2016,6.6,0,AB,,CALGARY INT'L CS,M,,9,3031094.2016.9.28,,39,,,,,12.7,,8.3
-114.00029722222222,51.10944722222222,E,0,,29,,M,M,,M,3031094,2016-09-29 00:00:00,M,,,,2016,2.3,,AB,,CALGARY INT'L CS,M,,9,3031094.2016.9.29,M,0,,,,M,,,
-114.00029722222222,51.10944722222222,,34,,30,,,M,0,,3031094,2016-09-30 00:00:00,,10.5,,,2016,4.3,0.3,AB,,CALGARY INT'L CS,M,,9,3031094.2016.9.30,,37,,,,,16.6,,7.5
-114.00029722222222,51.10944722222222,,0,,1,,,M,0,,3031094,2016-10-01 00:00:00,,8.1,,,2016,4.7,3.4,AB,,CALGARY INT'L CS,M,,10,3031094.2016.10.1,,0,,,,,11.4,,9.9
-114.00029722222222,51.10944722222222,,13,,2,,,M,0,,3031094,2016-10-02 00:00:00,,7,,,2016,-0.3,0.2,AB,,CALGARY INT'L CS,M,,10,3031094.2016.10.2,,33,,,,,14.2,,11
-114.00029722222222,51.10944722222222,,0,,3,,,M,0,,3031094,2016-10-03 00:00:00,,6.1,,,2016,-1.7,,AB,,CALGARY INT'L CS,M,,10,3031094.2016.10.3,M,0,,,,,13.9,,11.9
-114.00029722222222,51.10944722222222,,4,,4,,,M,0,,3031094,2016-10-04 00:00:00,,5.7,,,2016,-0.5,,AB,,CALGARY INT'L CS,M,,10,3031094.2016.10.4,M,37,,,,,11.8,,12.3
-114.00029722222222,51.10944722222222,,36,,5,,,M,0,,3031094,2016-10-05 00:00:00,,1.3,,,2016,-1.1,0,AB,,CALGARY INT'L CS,M,,10,3031094.2016.10.5,,32,,,,,3.7,,16.7
-114.00029722222222,51.10944722222222,,0,,6,,,M,0,,3031094,2016-10-06 00:00:00,,0.9,,,2016,-3.9,,AB,,CALGARY INT'L CS,M,,10,3031094.2016.10.6,M,0,,,,,5.6,,17.1
-114.00029722222222,51.10944722222222,,14,,7,,,M,0,,3031094,2016-10-07 00:00:00,,-1.4,,,2016,-2.6,2.5,AB,,CALGARY INT'L CS,M,,10,3031094.2016.10.7,,37,,,,,-0.1,,19.4
-114.00029722222222,51.10944722222222,,0,,8,,,M,0,,3031094,2016-10-08 00:00:00,,-0.2,,,2016,-2.4,0.9,AB,,CALGARY INT'L CS,M,,10,3031094.2016.10.8,,0,3,,,,2.1,,18.2
-114.00029722222222,51.10944722222222,,34,,9,,,M,0,,3031094,2016-10-09 00:00:00,,0.8,,,2016,-1.1,3.3,AB,,CALGARY INT'L CS,M,,10,3031094.2016.10.9,,48,,,,,2.6,,17.2
-114.00029722222222,51.10944722222222,,0,,10,,,M,0,,3031094,2016-10-10 00:00:00,,-2,,,2016,-3.6,2.1,AB,,CALGARY INT'L CS,M,,10,3031094.2016.10.10,,0,,,,,-0.3,,20
-114.00029722222222,51.10944722222222,,0,,11,,,M,0,,3031094,2016-10-11 00:00:00,,-0.9,,,2016,-4.9,0.2,AB,,CALGARY INT'L CS,M,,10,3031094.2016.10.11,,0,2,,,,3.1,,18.9
-114.00029722222222,51.10944722222222,,0,,12,,,M,0,,3031094,2016-10-12 00:00:00,,2.1,,,2016,-6,,AB,,CALGARY INT'L CS,M,,10,3031094.2016.10.12,M,0,1,,,,10.1,,15.9
-114.00029722222222,51.10944722222222,E,0,,13,,M,M,,M,3031094,2016-10-13 00:00:00,M,,,,2016,-5.6,,AB,,CALGARY INT'L CS,M,,10,3031094.2016.10.13,M,0,,,,M,,,
-114.00029722222222,51.10944722222222,,0,,14,,,M,0,,3031094,2016-10-14 00:00:00,,1.8,,,2016,-2.2,1.8,AB,,CALGARY INT'L CS,M,,10,3031094.2016.10.14,,0,,,,,5.7,,16.2
-114.00029722222222,51.10944722222222,,0,,15,,,M,0,,3031094,2016-10-15 00:00:00,,1.2,,,2016,-3,0,AB,,CALGARY INT'L CS,M,,10,3031094.2016.10.15,,0,,,,,5.4,,16.8
-114.00029722222222,51.10944722222222,,27,,16,,,M,0,,3031094,2016-10-16 00:00:00,,6.7,,,2016,-1.4,0,AB,,CALGARY INT'L CS,M,,10,3031094.2016.10.16,,54,,,,,14.7,,11.3
-114.00029722222222,51.10944722222222,,0,,17,,,M,0,,3031094,2016-10-17 00:00:00,,-0.8,,,2016,-4.2,0.9,AB,,CALGARY INT'L CS,M,,10,3031094.2016.10.17,,0,1,,,,2.6,,18.8
-114.00029722222222,51.10944722222222,,0,,18,,,M,0,,3031094,2016-10-18 00:00:00,,0.9,,,2016,-0.6,0.4,AB,,CALGARY INT'L CS,M,,10,3031094.2016.10.18,,0,,,,,2.3,,17.1
-114.00029722222222,51.10944722222222,,28,,19,,,M,0,,3031094,2016-10-19 00:00:00,,5.8,,,2016,-2.4,0.2,AB,,CALGARY INT'L CS,M,,10,3031094.2016.10.19,,33,,,,,13.9,,12.2
-114.00029722222222,51.10944722222222,,32,,20,,,M,0,,3031094,2016-10-20 00:00:00,,5.6,,,2016,-2.8,0.8,AB,,CALGARY INT'L CS,M,,10,3031094.2016.10.20,,43,,,,,13.9,,12.4
-114.00029722222222,51.10944722222222,,0,,21,,,M,0,,3031094,2016-10-21 00:00:00,,4.9,,,2016,-2.4,0.6,AB,,CALGARY INT'L CS,M,,10,3031094.2016.10.21,,0,,,,,12.1,,13.1
-114.00029722222222,51.10944722222222,,26,,22,,,M,0,,3031094,2016-10-22 00:00:00,,5,,,2016,-2.6,0,AB,,CALGARY INT'L CS,M,,10,3031094.2016.10.22,,35,,,,,12.6,,13
-114.00029722222222,51.10944722222222,,0,,23,,,M,0,,3031094,2016-10-23 00:00:00,,2.8,,,2016,-5.1,0,AB,,CALGARY INT'L CS,M,,10,3031094.2016.10.23,,0,,,,,10.6,,15.2
-114.00029722222222,51.10944722222222,,0,,24,,,M,0,,3031094,2016-10-24 00:00:00,,1.4,,,2016,-1.5,0,AB,,CALGARY INT'L CS,M,,10,3031094.2016.10.24,,0,,,,,4.2,,16.6
-114.00029722222222,51.10944722222222,,26,,25,,,M,0,,3031094,2016-10-25 00:00:00,,4.8,,,2016,-3.9,0,AB,,CALGARY INT'L CS,M,,10,3031094.2016.10.25,,37,,,,,13.5,,13.2
-114.00029722222222,51.10944722222222,,0,,26,,,M,0,,3031094,2016-10-26 00:00:00,,2.2,,,2016,-5.7,0.5,AB,,CALGARY INT'L CS,M,,10,3031094.2016.10.26,,0,,,,,10,,15.8
-114.00029722222222,51.10944722222222,,29,,27,,,M,0,,3031094,2016-10-27 00:00:00,,6.7,,,2016,-2,0.8,AB,,CALGARY INT'L CS,M,,10,3031094.2016.10.27,,44,,,,,15.3,,11.3
-114.00029722222222,51.10944722222222,,0,,28,,,M,0,,3031094,2016-10-28 00:00:00,,2,,,2016,0.3,7.1,AB,,CALGARY INT'L CS,M,,10,3031094.2016.10.28,,0,,,,,3.7,,16
-114.00029722222222,51.10944722222222,,0,,29,,,M,0,,3031094,2016-10-29 00:00:00,,2.3,,,2016,0.6,0,AB,,CALGARY INT'L CS,M,,10,3031094.2016.10.29,,0,1,,,,4,,15.7
-114.00029722222222,51.10944722222222,,28,,30,,,M,0,,3031094,2016-10-30 00:00:00,,5.6,,,2016,-1.8,0,AB,,CALGARY INT'L CS,M,,10,3031094.2016.10.30,,37,,,,,12.9,,12.4
-114.00029722222222,51.10944722222222,,0,,31,,,M,0,,3031094,2016-10-31 00:00:00,,2,,,2016,-1.2,0.9,AB,,CALGARY INT'L CS,M,,10,3031094.2016.10.31,,0,,,,,5.2,,16
-114.00029722222222,51.10944722222222,,35,,1,,,M,0,,3031094,2016-11-01 00:00:00,,3.6,,,2016,-1,0,AB,,CALGARY INT'L CS,M,,11,3031094.2016.11.1,,32,,,,,8.1,,14.4
-114.00029722222222,51.10944722222222,,0,,2,,,M,0,,3031094,2016-11-02 00:00:00,,5.2,,,2016,-1.8,0,AB,,CALGARY INT'L CS,M,,11,3031094.2016.11.2,,0,,,,,12.1,,12.8
-114.00029722222222,51.10944722222222,,31,,3,,,M,0,,3031094,2016-11-03 00:00:00,,9.4,,,2016,0.2,0.5,AB,,CALGARY INT'L CS,M,,11,3031094.2016.11.3,,35,,,,,18.6,,8.6
-114.00029722222222,51.10944722222222,,0,,4,,,M,0,,3031094,2016-11-04 00:00:00,,7.6,,,2016,-3.2,0.3,AB,,CALGARY INT'L CS,M,,11,3031094.2016.11.4,,0,,,,,18.4,,10.4
-114.00029722222222,51.10944722222222,,19,,5,,,M,0,,3031094,2016-11-05 00:00:00,,8.9,,,2016,-2.1,0,AB,,CALGARY INT'L CS,M,,11,3031094.2016.11.5,,35,,,,,19.9,,9.1
-114.00029722222222,51.10944722222222,,33,,6,,,M,0,,3031094,2016-11-06 00:00:00,,5.3,,,2016,0.2,0.6,AB,,CALGARY INT'L CS,M,,11,3031094.2016.11.6,,41,,,,,10.4,,12.7
-114.00029722222222,51.10944722222222,,0,,7,,,M,0,,3031094,2016-11-07 00:00:00,,4,,,2016,-4.3,0.3,AB,,CALGARY INT'L CS,M,,11,3031094.2016.11.7,,0,,,,,12.3,,14
-114.00029722222222,51.10944722222222,,21,,8,,,M,0,,3031094,2016-11-08 00:00:00,,14,,,2016,6.1,0.5,AB,,CALGARY INT'L CS,M,,11,3031094.2016.11.8,,43,,,,,21.8,,4
-114.00029722222222,51.10944722222222,,1,,9,,,M,0,,3031094,2016-11-09 00:00:00,,11.7,,,2016,2.2,0.6,AB,,CALGARY INT'L CS,M,,11,3031094.2016.11.9,,50,,,,,21.1,,6.3
-114.00029722222222,51.10944722222222,,17,,10,,,M,0,,3031094,2016-11-10 00:00:00,,4.5,,,2016,-3.7,0.6,AB,,CALGARY INT'L CS,M,,11,3031094.2016.11.10,,43,,,,,12.7,,13.5
-114.00029722222222,51.10944722222222,,0,,11,,,M,0,,3031094,2016-11-11 00:00:00,,5.5,,,2016,-0.4,0.4,AB,,CALGARY INT'L CS,M,,11,3031094.2016.11.11,,0,,,,,11.3,,12.5
-114.00029722222222,51.10944722222222,,29,,12,,,M,0,,3031094,2016-11-12 00:00:00,,8.6,,,2016,1.3,1.1,AB,,CALGARY INT'L CS,M,,11,3031094.2016.11.12,,43,,,,,15.9,,9.4
-114.00029722222222,51.10944722222222,,28,,13,,,M,0,,3031094,2016-11-13 00:00:00,,7.5,,,2016,0.1,0.4,AB,,CALGARY INT'L CS,M,,11,3031094.2016.11.13,,39,,,,,14.8,,10.5
-114.00029722222222,51.10944722222222,,25,,14,,,M,0,,3031094,2016-11-14 00:00:00,,4.1,,,2016,-2.8,0,AB,,CALGARY INT'L CS,M,,11,3031094.2016.11.14,,46,,,,,11,,13.9
-114.00029722222222,51.10944722222222,,21,,15,,,M,0,,3031094,2016-11-15 00:00:00,,-1.3,,,2016,-5.1,1.2,AB,,CALGARY INT'L CS,M,,11,3031094.2016.11.15,,37,,,,,2.6,,19.3
-114.00029722222222,51.10944722222222,,33,,16,,,M,0,,3031094,2016-11-16 00:00:00,,-2.2,,,2016,-4.6,0,AB,,CALGARY INT'L CS,M,,11,3031094.2016.11.16,,35,,,,,0.3,,20.2
-114.00029722222222,51.10944722222222,,0,,17,,,M,0,,3031094,2016-11-17 00:00:00,,-4.3,,,2016,-6.7,0.2,AB,,CALGARY INT'L CS,M,,11,3031094.2016.11.17,,0,0,T,,,-1.9,,22.3
-114.00029722222222,51.10944722222222,,0,,18,,,M,0,,3031094,2016-11-18 00:00:00,,-3.7,,,2016,-5,0,AB,,CALGARY INT'L CS,M,,11,3031094.2016.11.18,,0,1,,,,-2.3,,21.7
-114.00029722222222,51.10944722222222,,0,,19,,,M,0,,3031094,2016-11-19 00:00:00,,-2.9,,,2016,-5.1,0,AB,,CALGARY INT'L CS,M,,11,3031094.2016.11.19,,0,1,,,,-0.7,,20.9
-114.00029722222222,51.10944722222222,,0,,20,,,M,0,,3031094,2016-11-20 00:00:00,,-0.7,,,2016,-7.4,0.2,AB,,CALGARY INT'L CS,M,,11,3031094.2016.11.20,,0,0,T,,,6.1,,18.7
-114.00029722222222,51.10944722222222,,27,,21,,,M,0,,3031094,2016-11-21 00:00:00,,3.5,,,2016,-3.1,0,AB,,CALGARY INT'L CS,M,,11,3031094.2016.11.21,,33,0,T,,,10,,14.5
-114.00029722222222,51.10944722222222,,0,,22,,,M,0,,3031094,2016-11-22 00:00:00,,-3.8,,,2016,-8.7,0,AB,,CALGARY INT'L CS,M,,11,3031094.2016.11.22,,0,0,T,,,1.1,,21.8
-114.00029722222222,51.10944722222222,,0,,23,,,M,0,,3031094,2016-11-23 00:00:00,,-4.3,,,2016,-12.3,0,AB,,CALGARY INT'L CS,M,,11,3031094.2016.11.23,,0,0,T,,,3.8,,22.3
-114.00029722222222,51.10944722222222,,17,,24,,,M,0,,3031094,2016-11-24 00:00:00,,1,,,2016,-5.9,0,AB,,CALGARY INT'L CS,M,,11,3031094.2016.11.24,,37,0,T,,,7.8,,17
-114.00029722222222,51.10944722222222,,26,,25,,,M,0,,3031094,2016-11-25 00:00:00,,1.8,,,2016,-5.7,0,AB,,CALGARY INT'L CS,M,,11,3031094.2016.11.25,,59,0,T,,,9.2,,16.2
-114.00029722222222,51.10944722222222,,16,,26,,,M,0,,3031094,2016-11-26 00:00:00,,0.3,,,2016,-8.9,0.7,AB,,CALGARY INT'L CS,M,,11,3031094.2016.11.26,,46,0,T,,,9.4,,17.7
-114.00029722222222,51.10944722222222,,4,,27,,,M,0,,3031094,2016-11-27 00:00:00,,-0.4,,,2016,-8.6,0.2,AB,,CALGARY INT'L CS,M,,11,3031094.2016.11.27,,39,0,T,,,7.9,,18.4
-114.00029722222222,51.10944722222222,,34,,28,,,M,0,,3031094,2016-11-28 00:00:00,,-0.9,,,2016,-4.7,0.3,AB,,CALGARY INT'L CS,M,,11,3031094.2016.11.28,,32,0,T,,,3,,18.9
-114.00029722222222,51.10944722222222,,0,,29,,,M,0,,3031094,2016-11-29 00:00:00,,-2.7,,,2016,-8.4,0,AB,,CALGARY INT'L CS,M,,11,3031094.2016.11.29,,0,0,T,,,3,,20.7
-114.00029722222222,51.10944722222222,,0,,30,,,M,0,,3031094,2016-11-30 00:00:00,,-8.5,,,2016,-12,0,AB,,CALGARY INT'L CS,M,,11,3031094.2016.11.30,,0,1,,,,-5,,26.5
-114.00029722222222,51.10944722222222,,35,,1,,,M,0,,3031094,2016-12-01 00:00:00,,-2.6,,,2016,-5,1.5,AB,,CALGARY INT'L CS,M,,12,3031094.2016.12.1,,37,2,,,,-0.2,,20.6
