region_id,0,1,2,3,4
8a12ccc66167fff,-154.03815,-71.82624,-49.443428,-5.0818253,9.20537
8a12ccd6e5affff,-103.59634,26.23254,-55.358425,-54.231995,-99.26085
8a12cc8923b7fff,-71.018555,-22.384214,-60.279716,-97.86094,-86.53524
8a12ccd26347fff,-114.11787,-74.28293,-21.85253,-57.01487,19.836882
8a12ccc2a10ffff,-133.29291,-76.1157,-34.80798,-52.923714,-3.7674584
8a12ccd544d7fff,-171.9873,-29.162703,-36.354576,8.487728,12.979967
8a12ccd42aeffff,-175.05345,3.1931314,-42.472378,3.7498846,-34.755646
8a12ccd090b7fff,-148.95264,-12.42811,-45.092663,20.147642,33.868084
8a12ea6ea507fff,-78.67133,-13.144111,-49.447502,-90.446045,-81.973465
8a12ea68c25ffff,-93.232704,-100.25574,-20.367834,-21.413197,-19.80707
8a12ccd7594ffff,-49.48609,-30.695847,-85.8816,-59.802826,-13.5746765
8a12ccd216effff,-130.97496,-70.90671,-19.6396,-52.834587,13.314651
8a12ccc0d34ffff,-99.656685,-56.15182,-38.16597,-77.620415,-60.583477
8a12ccd5355ffff,-196.94809,-28.142773,-57.111584,37.557068,-1.39147
8a12cc8b670ffff,-81.66223,-32.039005,-59.484386,-106.57079,-98.45542
8a12ea6da29ffff,-148.70058,24.935478,-23.623056,-43.779076,54.671223
8a12ea6e22a7fff,-47.3884,-17.058088,-27.741299,-89.47064,-86.18807
8a12ccd01d8ffff,-130.90569,-96.037445,-32.7561,-55.183514,-37.487892
8a12ccd21a97fff,-97.48253,-95.13947,-10.322157,1.5339823,69.21842
8a12ccd4ebaffff,-94.98429,46.029964,-81.21945,-72.72331,-53.977455
8a12ccd62baffff,-168.18661,22.028978,-18.454094,-0.36896825,96.15406
8a12ea68ad2ffff,-54.751984,15.220065,-46.734127,-115.98211,-52.83034
8a12ea6c4c67fff,-59.56161,-13.065317,-53.15232,-75.985825,-68.53659
8a12ccd4eacffff,-67.187744,49.727726,-95.653786,-66.947754,-67.513374
8a12ccc68d87fff,-65.58609,-35.342094,-56.069065,-94.02944,-91.86687
8a12ea68e40ffff,-87.119774,0.0055763572,-20.23243,-75.0758,-110.329605
8a12ccd0328ffff,-118.298096,-64.88491,-3.115833,-77.751564,2.0736384
8a12ccd46817fff,-71.65876,-40.463398,-113.67828,-32.048973,-64.74367
8a12ccd0341ffff,-131.45155,-100.80513,-37.413113,-76.85374,-24.972744
8a12ea6cd2a7fff,-100.438736,-40.506824,-46.41795,-51.785072,-93.446014
8a12ea6d40affff,-134.63634,-129.33278,-0.00880456,-23.153751,-30.211842
8a12ccc548dffff,-65.42628,-6.6927176,-34.488888,-110.14043,-102.16474
8a12ccd4a24ffff,-72.7571,-38.481483,-108.03256,-73.01776,-31.710459
8a12ccc00bb7fff,-83.298325,-36.890438,-63.25296,-110.0677,-101.24687
8a12ccd50c97fff,-200.05402,-20.26378,-34.1086,43.39222,-19.027988
8a12ccd211a7fff,-114.21088,-41.314808,12.441645,-40.017662,65.13395
8a12ea6ec18ffff,-112.81329,-2.4533658,-20.717226,-68.057945,-113.22162
8a12ccd48567fff,-91.76674,43.03839,-107.16138,-39.080807,-52.300335
8a12ccd0c7affff,-117.60132,-77.350655,-2.4887366,-33.989883,3.9545784
8a12ccd6d147fff,-59.44922,-18.793306,-15.008465,-113.578186,-106.67667
8a12ea6cc8e7fff,-102.53069,-115.69586,-64.67388,-34.436085,3.8446622
8a12ea6f456ffff,-78.72012,-33.41039,-44.057648,-102.55221,-101.95184
8a12ccd5a39ffff,-136.86476,-83.44356,-42.153927,73.26717,-17.690935
8a12ccc54b97fff,-65.36011,-23.548723,-33.82061,-105.82918,-98.87197
8a12ea6c13a7fff,-39.032387,-9.4355755,-76.87798,-132.01535,-27.74011
8a12ccd650e7fff,-167.66168,-48.9076,-8.679581,-60.097275,13.866745
8a12ea68872ffff,-82.63708,-31.931988,-53.957615,-108.28507,-84.39761
8a12ccd6395ffff,-168.18256,43.950237,-37.892647,-22.749401,-24.314869
8a12ea6daa5ffff,-118.383415,-39.976433,-15.565559,-67.24196,7.31357
8a12ccd29487fff,-113.06585,-91.45366,-16.626,-31.49048,24.894869
8a12ea68d8dffff,-106.82266,-21.002386,-34.93485,-46.57102,-84.03655
8a12ccc615a7fff,-86.11749,-23.065222,-48.493565,-93.58331,-94.94411
8a12ccd45877fff,-105.19125,76.69321,-121.03301,-6.1893473,11.755563
8a12ea6dac4ffff,-149.08073,-39.26333,-27.241756,-84.74227,8.257352
8a12ea6e3257fff,-80.127144,-63.20818,-72.21202,-81.13495,-65.025085
8a12ccd52727fff,-146.31866,19.401762,-46.2165,36.649574,50.391834
8a12ccd42937fff,-152.83458,-49.750008,-26.154861,-31.980715,-13.596903
8a12cc9902d7fff,-45.87844,-11.053887,-16.116531,-112.55676,-104.26492
8a12ccd5451ffff,-164.18765,-105.41729,21.36221,34.06514,24.773014
8a12ea68c8b7fff,-62.29861,-24.231565,-32.27138,-111.34711,-100.04761
8a12ccd0e187fff,-116.98398,-103.12176,-42.194317,-67.77441,-34.968372
8a12ea68c497fff,-79.95551,-16.716148,-14.734453,-88.26727,-106.22303
8a12ccd0e317fff,-154.47745,-73.87779,33.20873,-22.79802,-34.347862
8a12ccd04337fff,-52.751747,-68.00582,-82.283134,-52.18057,-49.122856
8a12ccd26817fff,-131.03406,-43.79357,-34.094692,-67.380745,-47.920986
8a12ccd53767fff,-148.99124,38.051537,-43.3976,-38.913136,45.124607
8a12ea6f64f7fff,-92.396454,-8.287495,-39.194225,-70.47009,-101.09339
8a12ccd3468ffff,-74.351746,-30.631004,-68.07924,-97.175385,-95.47539
8a12ea6d418ffff,-139.06029,-100.77115,-47.479267,-38.459427,-23.442263
8a12ccd01447fff,-78.64461,-108.784424,-20.53385,-56.912605,25.204529
8a12ea689207fff,-115.36726,-67.43695,-48.74563,-12.764251,-56.009
8a12ccd3155ffff,-106.67632,-47.307144,-48.548145,-56.06068,-63.810642
8a12ccc2d717fff,-52.928467,-48.807724,-99.18077,22.976288,-39.53351
8a12ea6f4177fff,-71.96629,-37.26389,-54.273693,-100.94073,-91.849846
8a12ccc29a77fff,-181.75827,4.5411234,-45.348392,-19.138897,-1.4899359
8a12ea6d0ceffff,-105.54963,-117.84209,-29.66552,-8.176489,-22.42392
8a12cc8b21b7fff,-82.375275,-35.226994,-62.12148,-102.552795,-98.53097
8a12ccd5d19ffff,-118.50743,54.38804,-90.978516,-30.163969,-27.077618
8a12ea6eb677fff,-154.81862,-30.830269,-22.215824,-51.06378,42.296864
8a12ccd6e577fff,-103.08863,-6.2451005,-59.205814,-52.897488,-87.2019
8a12ccc014affff,-85.71564,-14.131561,-63.27526,-97.307076,-83.975204
8a12ccd2eb77fff,-100.45838,-132.12517,-28.54975,-14.873112,56.573788
8a12ccc052a7fff,-92.17189,-30.593046,-56.26662,-88.55627,-98.797226
8a12ccd26897fff,-111.95103,-41.73504,-73.022255,-43.064926,-66.388336
8a12ccd45a47fff,-80.18794,37.30582,-68.22034,-62.172707,-75.670746
8a12ccc622a7fff,-95.98993,0.81914043,-80.00659,-41.00901,-26.8219
8a12ea6f0097fff,-121.921936,-32.859013,-45.846687,-68.26083,43.552265
8a12ccc46b2ffff,-94.53816,-21.982445,-70.14163,-93.28534,-62.35282
8a12ea68e91ffff,-54.72529,-8.985719,-17.047022,-104.98485,-95.49831
8a12ccd4154ffff,-117.12061,78.385956,-99.10592,-4.9118147,-45.30459
8a12ccd0582ffff,-139.3562,-44.47017,-68.371216,-60.987778,11.981201
8a12ccc21277fff,-197.43005,-45.764633,-50.252754,78.99821,15.149806
8a12ccd31d87fff,-88.1619,-70.62661,-24.408789,-62.656734,-36.27203
8a12ccd1d81ffff,-133.87595,-121.3427,18.36241,-9.745848,-37.77285
8a12ccd4572ffff,-124.37946,75.396095,-107.73934,-23.905703,-56.092163
8a12ccd589a7fff,-152.301,-93.59542,-52.846664,54.592495,2.5557141
8a12ea6db747fff,-146.80139,-64.32354,37.434555,-91.54351,34.88195
8a12ccd5b80ffff,-105.463844,-113.887985,25.617643,24.311115,-18.953995
8a12ccd6cb87fff,-85.992294,-36.728123,-16.269543,-74.26613,-84.84609
8a12ccd6e0f7fff,-72.9753,-28.946129,-65.79909,-80.12947,-83.920525
8a12ea6d1027fff,-140.73883,-98.283905,44.637062,-33.450024,15.830542
8a12cc8920effff,-77.03517,-34.080162,-60.797234,-99.89499,-99.93457
8a12ccd4a70ffff,-93.1489,-18.81459,-65.54227,-91.06317,-57.425377
8a12cc896877fff,-96.4059,-34.740993,-44.72332,-78.27796,-63.963432
8a12ea6cb59ffff,-167.54681,-59.60417,-25.047573,-43.723297,7.5756817
8a12ccc2170ffff,-208.09145,-39.497124,-23.043316,93.77216,-0.5507002
8a12ea6e469ffff,-88.1334,-11.00161,-14.474435,-67.83669,-118.134735
8a12ea6d84f7fff,-125.14533,-21.348343,-42.370373,-67.878746,10.141224
8a12ccc54b1ffff,-85.36275,-23.97376,-49.30583,-90.84292,-87.27408
8a12ccd58137fff,-40.354145,-115.13478,-107.75094,28.632084,-64.88134
8a12ea6de05ffff,-72.792404,-64.372635,-33.349953,-86.68213,-15.508745
8a12ccc45937fff,-92.608765,-10.555958,-21.384901,-73.786316,-106.4637
8a12ccc61aa7fff,-83.27119,-32.953594,-66.40527,-99.56627,-93.59114
8a12ccc6cc8ffff,-78.98534,-32.577328,-55.296227,-104.266335,-101.98214
8a12ea6dc55ffff,-120.93581,-71.117226,-76.43877,-29.884762,-10.070801
8a12ccd5a98ffff,-189.49915,-30.82907,13.828585,55.384613,-4.165703
8a12ccd30b8ffff,-63.413708,-30.693123,-56.601547,-77.55652,-68.58405
8a12ea6c86affff,-104.3385,-42.434605,-65.77884,-62.55224,103.05887
8a12ea6c8d27fff,-118.7978,-62.70821,-48.469627,-24.9141,109.831215
8a12ccd5a757fff,-35.053257,-86.60129,-87.29239,4.7014766,-104.943756
8a12ea6db907fff,-110.964935,-26.17247,-170.52463,47.09944,-21.066143
8a12cc8b602ffff,-81.460526,-32.686897,-57.360306,-104.38608,-103.15508
8a12ccd50787fff,-176.90327,-15.347018,-53.66384,34.455315,-17.974144
8a12ccc04607fff,-94.41089,-3.5338862,-41.776993,-69.12121,-85.95223
8a12ccd63cc7fff,-212.83871,-19.824833,-21.939821,25.814203,-17.77568
8a12ea6d431ffff,-106.54651,-119.9589,-33.04007,-34.80409,0.59305406
8a12ea6f4167fff,-78.516655,-26.857763,-48.35542,-96.58618,-98.19699
8a12ea6c594ffff,-89.634224,-40.071293,-79.39903,-83.09422,-79.642685
8a12ea6d0acffff,-116.36241,-47.02482,40.201824,-67.833015,-16.902296
8a12ccd61ccffff,-146.6889,4.684052,-80.24959,-18.523472,7.825719
8a12ea6f3b6ffff,-122.59375,-49.44363,21.575775,-106.88978,30.66238
8a12ccc6cdb7fff,-72.52327,-34.76002,-62.692177,-92.211945,-91.20371
8a12ccc2914ffff,-176.88223,-33.150517,-33.11654,51.132496,-12.045766
8a12ea68e857fff,-44.78499,25.43597,8.840812,-107.080605,-93.78786
8a12ccd48927fff,-113.74572,38.345993,-122.67244,-25.554611,-72.410194
8a12ccc632affff,-81.88788,-19.931614,-50.45254,-93.63608,-82.50281
8a12ccd0da9ffff,-127.872314,-95.13137,60.444843,-4.756398,76.89122
8a12ea68dc37fff,-88.13201,-13.366956,-20.575857,-69.211555,-93.62488
8a12ccd05187fff,-120.87528,-76.277405,-20.615427,-58.702938,-60.297733
8a12ea6c3857fff,-6.530725,15.833806,-94.6159,-139.26561,8.526103
8a12ccc6370ffff,-92.19198,-34.847313,-53.702133,-82.15012,-90.46213
8a12ccd2e75ffff,-111.13248,-58.073704,-21.759901,-67.65438,-17.277596
8a12ccd62017fff,-86.98615,-34.61798,-154.41913,10.226128,-42.650692
8a12ccd2ba97fff,-136.33102,-59.025646,-16.642448,-22.495691,7.494365
8a12ccd52757fff,-204.36092,-3.4382024,-41.97982,49.44994,11.414708
8a12ccc74af7fff,-56.403103,-34.703476,-73.95178,-2.300106,-39.40473
8a12ccd60adffff,-116.47809,-73.03679,-60.552303,-20.357367,-11.1258
8a12ccd04d37fff,-102.51548,-25.88875,-60.3994,-73.44772,-42.076405
8a12ccd3454ffff,-78.09094,-36.789948,-61.045265,-99.07717,-96.1508
8a12ccc70417fff,-154.08682,-0.7832098,-32.363808,11.574201,-20.935678
8a12ea69d15ffff,-66.95651,1.7635344,-58.949303,-116.16241,-73.479004
8a12ea68a127fff,-70.95505,-9.027149,-72.14328,-112.93126,-81.20819
8a12ccd70797fff,-154.7821,-77.63453,-39.470905,44.48217,46.334488
8a12ccd5a767fff,-69.93047,-74.48114,-72.49147,23.614529,-65.88131
8a12ea6e2a2ffff,-53.446877,-8.860491,-19.475067,-92.276184,-96.650955
8a12ccd20277fff,-62.413864,-68.368225,-20.646688,-63.834846,-34.17092
8a12ccc0daeffff,-62.667473,-29.22558,-85.71957,-47.785816,42.164955
8a12ccd442f7fff,-104.71392,105.872665,-113.15615,-26.232841,-57.17439
8a12ea6d165ffff,-135.63445,-86.04561,-9.707846,-59.062744,29.112202
8a12ea6d3537fff,-41.414555,-72.25252,-22.100327,-51.717766,-97.211685
8a12ccd44c87fff,-59.33287,-10.292483,-98.49899,-28.867361,-75.02717
8a12ccd209b7fff,-128.23988,-83.34852,-32.527763,-34.606,42.966003
8a12ccd6e9affff,-97.28453,-22.822065,-110.230545,-52.934013,-32.965313
8a12ccd41a2ffff,-103.229324,76.023315,-105.29641,-5.2777853,-48.296883
8a12ea6dd057fff,-10.745674,31.991655,-100.2775,-114.28446,33.345806
8a12ea6d051ffff,-36.45932,-93.86489,-52.174244,-24.291077,-86.69843
8a12ccd6eb57fff,-103.16878,-28.391214,-79.53218,-40.21144,-70.27003
8a12ccc2539ffff,-183.15147,-29.495052,-22.76054,83.84874,-14.4102745
8a12ccc6620ffff,-166.79874,-69.106,-101.05435,87.29132,60.77163
8a12ea6c231ffff,-18.80701,19.584215,-100.11066,-114.74974,-36.301937
8a12ccc6c08ffff,-80.232605,-37.546207,-57.46111,-96.47494,-99.07922
8a12ea6e3b8ffff,-114.40837,-3.6256359,-58.078545,-39.35163,-98.77449
8a12ccd23c87fff,-110.2314,-82.446465,-47.869865,-37.123745,-34.233566
8a12ea6c9ceffff,-143.56506,-44.41011,-26.39782,-71.568825,-31.240904
8a12ea6d4457fff,-156.33723,-41.44318,-13.57345,-66.92463,-21.029026
8a12ccd03507fff,-119.49874,-62.855198,-7.029745,-83.37484,36.110348
8a12ccd5222ffff,-222.25563,-27.25629,37.725212,73.489105,8.201713
8a12ccd529affff,-98.67438,-58.982185,-51.461357,-27.232174,-28.300264
8a12ccc25337fff,-196.20703,-27.946459,-24.04531,63.4248,-27.89915
8a12ccd0489ffff,-88.19656,-47.853676,-99.57427,-39.492966,1.0628529
8a12ccd04d2ffff,-93.753586,-40.301395,-54.546646,-61.796337,-23.8582
8a12ccd08107fff,-102.64154,-6.140437,-1.955365,-89.975815,93.44555
8a12ccd55247fff,-72.74144,-42.713345,-73.93162,-8.276332,-53.768425
8a12ea69956ffff,-127.29699,-128.28093,-49.62743,-33.069874,12.680489
8a12ea6f3b8ffff,-125.687256,-100.06891,-25.75892,-60.29119,-4.7301836
8a12ea6f62f7fff,-143.72499,-59.734684,-22.679903,-47.767273,-38.731308
8a12ea699b37fff,-129.84499,-46.403156,-10.952314,-73.10313,-6.297579
8a12ccd2a54ffff,-81.620895,-81.527435,-75.10574,-36.3735,-30.42479
8a12cc892a47fff,-82.79105,-35.51598,-56.14807,-107.80593,-102.42284
8a12ccd003affff,-130.97676,-90.09546,-18.743813,-58.26573,-30.07164
8a12ea6d9937fff,-90.14156,69.84967,-89.69172,-96.69385,20.797558
8a12ea6cd007fff,-102.964455,-100.983185,-61.359337,-71.37289,-24.506968
8a12ea688437fff,-67.37188,22.067453,-66.64861,-119.44244,-78.53379
8a12ea68b11ffff,-130.07684,-68.442184,-26.21139,-66.43164,-39.25571
8a12ea6d88effff,-107.80121,32.393482,-79.560425,-84.851845,-37.93066
8a12ea68978ffff,-87.243866,-29.125387,-91.695244,-27.322351,-72.8799
8a12ccd5aaa7fff,-155.32588,-63.52864,-71.66917,16.068253,7.219301
8a12ccd084b7fff,-98.93807,-61.032547,2.384982,-89.08142,24.26609
8a12ccc762d7fff,-119.6107,-0.93229485,-37.401196,-36.4694,-105.42151
8a12ccc66a1ffff,-181.07915,-38.408325,-47.469723,-22.262411,9.848215
8a12ccc05557fff,-90.150604,-30.27038,-61.2119,-102.36203,-81.677345
8a12ccd2499ffff,-132.29631,-63.167004,-44.501827,-46.644573,-41.341465
8a12ccd5089ffff,-155.1277,-14.142438,5.4623394,60.97643,52.31159
8a12ccd41437fff,-108.259636,90.40593,-106.50852,-4.499398,-56.03171
8a12ea6f6657fff,-122.0672,-63.754795,35.61487,-36.580326,-48.595253
8a12ccd1c067fff,-117.69362,-28.400948,-29.889366,-70.330284,-96.0544
8a12ccc258d7fff,-95.70097,-94.75563,-102.91149,-23.067167,-59.96035
8a12ea6f1807fff,-62.582783,-35.54331,-21.543621,-116.73787,-89.900055
8a12ccd5d26ffff,-86.03509,1.2348485,-51.547386,-76.71652,-95.80679
8a12ccd532e7fff,-200.72427,-64.438965,-65.74881,93.159,50.271305
8a12ccd5d377fff,-91.25815,40.18646,-92.65542,-55.949818,-66.513054
8a12ccc6109ffff,-110.71806,-56.594906,-58.97923,-84.93159,-89.003136
8a12ccd01cd7fff,-137.64601,-100.19312,55.135105,-19.792814,-38.555706
8a12ccc0586ffff,-82.580246,-23.869701,-42.221924,-54.89926,-78.33529
8a12ea6ca377fff,-147.3535,-78.356,-43.915337,-53.85617,15.066122
8a12ea6cb1affff,-158.86679,-77.40098,-25.63686,-39.290016,32.673306
8a12ea69b6b7fff,-98.42699,-74.31935,-20.243465,-73.83412,-28.02996
8a12ccc2c757fff,-66.361404,-94.38881,-68.268845,7.110874,-74.76779
8a12ccd1c8effff,-154.59442,-58.713795,-3.6937697,-44.990658,-67.63756
8a12ccd24d1ffff,-115.09529,-42.92775,-65.53225,-48.000183,-66.46878
8a12ccd66b1ffff,-115.835945,78.32994,-92.08583,-44.79278,-39.37609
8a12ccd58877fff,-185.48953,-25.460379,-115.68288,68.61529,105.159836
8a12ea6cdb07fff,-121.447235,-28.009901,-46.722008,-86.25539,-51.69639
