region_id,0,1,2
8a12ea6ee99ffff,26.07859,24.237442,19.589724
8a12ccd56847fff,29.07456,27.367743,34.985058
8a12ea68b577fff,38.029613,4.476025,35.936756
8a12ccc60547fff,29.343014,15.57399,62.989586
8a12ccd7115ffff,2.277963,62.175858,27.784489
8a12ccd2b0a7fff,44.008842,26.180676,23.889
8a12ccc01387fff,38.07341,40.97511,14.334572
8a12ccd0cb2ffff,16.477571,7.6536593,31.138063
8a12ccd66327fff,9.267111,53.14004,25.904562
8a12ea6c5077fff,12.530332,53.084946,3.2995234
8a12ea6c5187fff,-9.881212,35.56613,26.024014
8a12ccd35437fff,31.899431,19.292418,25.932608
8a12ea6ca89ffff,18.855293,29.797283,24.636068
8a12ccc74a37fff,57.55769,13.909535,15.8752165
8a12ccd56b77fff,20.376835,-7.665712,63.548172
8a12ea6a92a7fff,46.86925,48.268677,12.663926
8a12ccd0498ffff,21.94771,-7.9019256,28.4846
8a12ea6c472ffff,16.693598,28.237356,12.810176
8a12ccc2b367fff,35.478603,6.57404,38.371155
8a12ea68b6affff,31.300861,-1.4243731,32.63301
8a12ccc00217fff,33.374516,37.987377,13.549639
8a12ccd6b54ffff,18.14611,47.566593,19.660961
8a12ccd2eceffff,38.906,10.404487,46.46611
8a12ea6d16dffff,19.711218,1.360115,30.580894
8a12ccd5a217fff,28.558653,14.703163,55.026146
8a12ccc6e12ffff,39.152,46.573486,-3.0711498
8a12ccd56b0ffff,16.351793,3.6982954,67.99578
8a12cc890daffff,50.04491,47.780983,11.109995
8a12ccd4282ffff,33.824844,5.0743446,43.620316
8a12ea6c058ffff,33.65646,34.057384,25.16848
8a12ccd4e40ffff,7.472545,53.299583,35.29156
8a12ea6e169ffff,35.953312,43.630116,19.855131
8a12ea6d434ffff,36.718185,2.6696715,37.529312
8a12ccc0d18ffff,26.091808,3.3907776,33.250515
8a12ccd21c37fff,32.0687,0.05923021,37.909645
8a12ea68c767fff,39.34305,42.55715,5.9817796
8a12ea69b847fff,30.582838,12.5866165,34.29718
8a12ccd00bb7fff,39.542927,20.070826,25.34765
8a12ccd26d1ffff,42.527073,20.182335,33.613514
8a12ccd21387fff,28.530388,6.658615,31.41632
8a12ccd0ca4ffff,21.310455,-0.86662936,33.48106
8a12ccc640b7fff,24.168032,-0.9351274,42.184986
8a12ea6e2447fff,40.294266,42.26674,11.123147
8a12ccd0b5b7fff,60.664276,14.969614,21.527454
8a12ccc761affff,34.2517,37.054005,28.663555
8a12ccc2b38ffff,38.529846,20.785799,38.582638
8a12ccd458dffff,9.065943,59.52549,26.447695
8a12ccc2960ffff,-3.1269403,25.23896,30.041195
8a12ccd1da77fff,37.876392,8.231585,40.07735
8a12ea6e9417fff,37.907417,31.702457,9.72367
8a12ccd4a16ffff,38.56645,44.823944,14.54696
8a12ea6cc757fff,26.971664,4.6151867,34.375706
8a12ea6d182ffff,-15.152,4.8897967,22.380215
8a12ccd4b557fff,35.944798,22.551838,31.883362
8a12ccc54957fff,38.651714,47.54285,0.26193237
8a12ccc2b70ffff,32.70504,27.038841,24.307325
8a12ccd64a47fff,31.491991,17.37778,34.392647
8a12ccd7511ffff,8.49272,13.989196,29.641584
8a12ccd6cc1ffff,44.761295,36.410515,16.1661
8a12ea6dd427fff,4.487754,60.207447,-4.048348
8a12ea69b817fff,32.22365,4.0886626,35.572613
8a12ccd72cf7fff,-19.078245,-10.789839,54.960632
8a12ccd2c99ffff,35.14834,-17.495302,51.152775
8a12ccd2ad87fff,37.958748,20.212763,37.069176
8a12cc9930affff,41.975704,40.26875,5.400363
8a12ccd583a7fff,61.526787,18.13026,17.674442
8a12ccd1c14ffff,38.593914,17.308018,18.253317
8a12ccd630f7fff,21.830566,0.20920455,67.42869
8a12ea6ca257fff,26.547726,-3.1125932,42.83974
8a12ccd6d85ffff,44.87684,47.208218,2.039667
8a12ea6d4c47fff,39.973442,16.065327,41.131012
8a12ccc2e827fff,9.3890085,12.290603,44.321968
8a12ccd6d8c7fff,44.35104,47.11827,2.0699377
8a12ccd75a37fff,25.359642,28.216572,32.37675
8a12ea688a07fff,39.34609,0.63633305,42.618847
8a12ea6f1b17fff,40.78647,27.90186,9.190925
8a12ea6ee337fff,-7.694297,34.44355,86.1944
8a12ccd2e337fff,16.707888,-9.987779,47.210335
8a12ccc7679ffff,32.963028,24.98315,11.008141
8a12ccd4d49ffff,17.682394,45.67561,20.364246
8a12ccd50367fff,24.267187,14.938573,45.947624
8a12ccd55b67fff,14.817607,42.662487,24.538572
8a12ea6dd287fff,-5.8531837,44.476925,16.168638
8a12ccc02b07fff,44.502777,47.010155,1.6161883
8a12cc9930b7fff,35.27554,41.7879,9.470426
8a12ccc7142ffff,42.33706,40.379704,20.238544
8a12ccd564effff,47.905693,39.7395,26.160011
8a12ea6d3777fff,60.590153,9.330755,3.1230717
8a12ccc28567fff,46.20312,6.278947,39.39423
8a12ea69d6c7fff,19.328743,11.532748,22.520409
8a12ccd4d75ffff,27.107645,51.170395,19.932644
8a12ccd6b76ffff,44.4464,46.987427,2.7105303
8a12ea6f3c0ffff,17.406832,-0.36797026,32.0123
8a12ea6dd4e7fff,12.359835,48.05372,-2.1222491
8a12ea68b5b7fff,33.981316,2.2561142,36.28736
8a12ccc2d317fff,45.121925,20.997957,49.427094
8a12ea6f1987fff,37.627354,26.15497,12.544189
8a12ccd49797fff,59.7017,20.973747,13.853618
8a12ccd0d9affff,21.877907,-18.601978,34.505833
8a12ea6c1c07fff,5.1370554,48.874435,-0.98962206
8a12ccc7154ffff,46.079346,47.781452,14.000567
8a12ea68b897fff,39.986446,37.62975,19.235275
8a12ea6ceb4ffff,21.742838,4.350143,38.655666
8a12ccd5d31ffff,14.104796,55.422417,28.345665
8a12cc9936effff,42.949226,46.305653,-0.13733625
8a12ccd5d217fff,16.462841,43.334988,24.133404
8a12ccd05d2ffff,30.812418,23.457384,23.200956
8a12ea6d4d1ffff,35.15125,23.594046,41.31582
8a12ccd6625ffff,15.1343975,15.127563,45.875885
8a12ccd4968ffff,43.68078,22.505476,12.377163
8a12ccc7052ffff,33.0743,15.258171,54.30792
8a12ea6cd927fff,42.732834,-1.7902265,50.152504
8a12cc8968f7fff,32.278553,34.42298,18.271399
8a12cc996907fff,36.55102,29.161362,8.369715
8a12ccd464d7fff,13.01639,39.376007,28.683058
8a12ea6eb417fff,29.780624,2.4408722,38.21287
8a12ea6f6737fff,43.840385,46.71538,0.117712855
8a12ccd400affff,5.5381365,61.62163,24.933762
8a12ccd7518ffff,22.8298,22.109482,42.364506
8a12ccd0532ffff,43.855118,28.459564,27.987692
8a12ccd042f7fff,53.887684,-16.118025,53.660664
8a12ccd75daffff,0.36325765,-5.3483696,51.32961
8a12ea6f2147fff,35.906055,13.444076,33.876648
8a12ccc01b77fff,42.475098,47.229874,16.619345
8a12cc99390ffff,43.423008,48.745197,0.78002536
8a12ea6884effff,35.01786,45.631157,12.394381
8a12ea6f14b7fff,34.16435,-2.0003972,47.233585
8a12ea6f1ae7fff,36.688652,-37.083904,51.68135
8a12ccc71b5ffff,43.515785,23.23181,34.677658
8a12ea699b07fff,18.137602,9.51616,33.48262
8a12ea6f15b7fff,34.66382,14.358465,25.31838
8a12ccc61157fff,37.989338,27.6249,22.399824
8a12ccd4c4effff,20.75439,53.456993,20.904276
8a12ea6e62d7fff,40.827568,43.038082,3.296207
8a12ccd2b0d7fff,46.553593,29.096004,33.283928
8a12ccd43217fff,14.254629,53.393063,23.232307
8a12ccd1daaffff,14.899297,19.506054,31.734753
8a12ccd55ccffff,10.674929,37.29181,62.955444
8a12ccc00c4ffff,48.010376,48.097412,12.981281
8a12ccd4c927fff,42.958088,41.99877,10.114779
8a12ccc4585ffff,42.632336,35.6408,8.441187
8a12ea6f1a6ffff,32.87608,18.981647,16.651354
8a12ea6c3c17fff,11.251796,57.589867,-8.217625
8a12ccd18b77fff,52.337257,19.059425,19.389318
8a12ccd666effff,16.19951,37.58269,60.908867
8a12ea6e64dffff,40.601635,42.362396,15.163563
8a12ea6c6917fff,29.313587,-27.824804,32.596596
8a12ea6c4c1ffff,35.198536,26.78693,23.34892
8a12ea6ed4a7fff,41.090298,31.99342,7.103401
8a12ccd62687fff,34.626232,43.02346,48.28928
8a12ccd08667fff,20.874603,9.90673,43.739502
8a12ccd6e48ffff,29.758976,47.078117,11.955696
8a12ccd0cc4ffff,16.363125,-2.3620942,40.452663
8a12ccd31697fff,37.995262,38.79699,11.170948
8a12ea6ce507fff,24.924862,43.058956,7.253545
8a12ccd33917fff,35.631012,30.781776,24.54575
8a12ccd49c1ffff,58.81859,22.336914,17.1792
8a12ea6f0acffff,41.68447,27.77105,21.656725
8a12ccd0446ffff,40.112984,17.47205,34.295704
8a12ccd41db7fff,11.22785,60.521767,27.402002
8a12ccc093a7fff,39.760754,34.80865,18.540428
8a12ccd2c307fff,33.754646,-19.517056,53.94735
8a12ccd4825ffff,46.526558,24.775972,20.35053
8a12ea6d3417fff,66.95184,15.5581255,14.260615
8a12ccd6a917fff,38.768997,42.11035,1.5431657
8a12ccd25167fff,32.4925,2.3997118,31.0257
8a12ccd5411ffff,16.893896,2.488905,60.719296
8a12ccc70adffff,37.94497,26.182976,34.52411
8a12ccd32a6ffff,34.219097,40.71671,22.254246
8a12ccd0e267fff,19.18989,-17.338379,32.82824
8a12ccd668b7fff,27.457558,-2.0498762,38.997864
8a12ea6d276ffff,57.806244,15.664419,11.570014
8a12ccd0006ffff,41.70443,1.5308218,35.688602
8a12ea6d15affff,50.233692,13.516769,16.064304
8a12ccc7376ffff,37.766006,17.73604,10.558189
8a12ccc7466ffff,25.243526,33.990246,28.631884
8a12ccc2814ffff,38.008934,3.3728695,32.9906
8a12ccc2934ffff,1.312566,15.509489,61.355133
8a12ccd4918ffff,55.97327,24.783167,22.010386
8a12ccd03397fff,40.10086,13.74677,29.840996
8a12ccd7605ffff,-27.741959,4.95445,68.03806
8a12ea6ea39ffff,44.990295,29.669655,20.611097
8a12ccd6cae7fff,39.388,41.771126,1.0842848
8a12ea6ebceffff,28.956799,-5.0321426,29.384884
8a12ea6da0a7fff,20.473732,5.4499097,33.760864
8a12ccc6118ffff,39.295116,22.316534,21.390646
8a12cc89460ffff,45.914234,44.45378,12.727541
8a12ccd28c57fff,-14.531716,15.349303,46.434937
8a12ccc0d0effff,39.545902,12.440634,26.692232
8a12ea68c887fff,41.87004,48.29714,-0.5108214
8a12ea6e042ffff,42.84117,42.927906,3.133232
8a12ccc2326ffff,38.721188,27.746971,26.175926
8a12ccd56d27fff,14.540584,9.9908085,53.76788
8a12ccd4e31ffff,7.237191,58.3351,20.461206
8a12ccc658c7fff,41.616226,33.08746,14.090397
8a12ea6ee2b7fff,28.520828,-10.52005,73.5105
8a12ea6d5c47fff,28.677664,20.46433,23.55949
8a12ea6e3027fff,35.267082,35.936493,24.75547
8a12ea6d2b27fff,60.178547,15.819241,10.049458
8a12ccd2b0c7fff,42.161724,28.851732,38.4679
8a12ea6db38ffff,39.97737,17.43552,40.876804
8a12ccd63317fff,6.8306093,-7.2617283,40.61597
8a12ea6f4327fff,44.670624,48.97251,7.571595
8a12ea68cd47fff,41.63547,45.141407,4.994036
8a12ea68c727fff,44.604908,46.281197,8.605572
8a12ea6f4657fff,42.413723,47.81761,8.641178
8a12ccc459a7fff,38.179813,33.468132,6.597987
8a12ccd4e667fff,4.903386,52.57602,32.664883
8a12ccc64627fff,31.863537,9.141581,32.87711
8a12ccd06207fff,35.86222,43.374092,6.433737
8a12ea6ea277fff,33.812084,26.694107,26.56733
8a12ea6c6667fff,24.027853,-21.18652,30.10876
8a12ea6d0277fff,52.716206,15.867864,21.087433
8a12ea6d442ffff,38.20154,-7.0718603,39.91749
8a12ea6ed8b7fff,39.09012,36.64288,7.5148315
8a12ccd4dcf7fff,13.33612,55.706802,24.776886
8a12ccd35047fff,41.792866,24.669899,46.452465
8a12ccd1c237fff,38.378292,15.177815,29.903934
8a12ea6dc4d7fff,28.463524,10.167603,33.618237
8a12ccc290d7fff,8.798261,23.389097,33.366364
8a12ccd70a77fff,11.836807,15.733065,37.42416
8a12ccd35d07fff,33.43545,11.328403,22.550455
8a12ccd72db7fff,8.542065,-23.112255,60.860672
8a12cc89622ffff,48.32311,46.278538,13.000199
8a12ccc0035ffff,42.55372,43.93094,14.826761
8a12ea6e2a37fff,39.250732,46.284058,-2.345446
8a12ccd353a7fff,29.888857,25.630905,40.16697
8a12ea6998e7fff,36.44165,3.6031868,32.49662
8a12ccc71c97fff,40.138706,15.904193,27.47871
8a12ccd76b17fff,-31.280622,12.890517,42.465183
8a12ea6f5a87fff,37.15245,45.863167,-1.6387371
8a12ccd484e7fff,8.907479,41.34992,22.972342
8a12ccd70d1ffff,-13.738709,3.6281667,64.21273
8a12ea6e8b6ffff,39.21771,30.041613,13.0711155
8a12ccc2bdaffff,38.013954,0.33515087,34.340378
8a12ccc6ca9ffff,48.32311,46.278538,13.000199
8a12ccc7062ffff,19.858341,17.548481,29.760368
8a12ea6d4827fff,38.591717,14.759156,29.173672
8a12ccd51ba7fff,40.241333,33.79543,22.775114
8a12ea6eb1a7fff,35.29456,6.823421,34.063553
8a12ccd0b757fff,42.39194,36.147526,40.54049
8a12ea69d39ffff,26.959965,41.027603,8.949616
8a12ea6de4cffff,20.879086,-25.720352,28.47759
8a12ea6ee567fff,32.6306,41.778465,20.055649
8a12ea6ea8effff,42.699455,24.303995,39.45192
8a12ccc64287fff,24.035149,10.867067,32.993324
8a12cc8b64d7fff,42.384617,44.9997,16.802937
8a12ccd481a7fff,16.61086,49.32709,27.059055
8a12ccd208e7fff,33.53011,2.2784512,35.299126
8a12ccd4b99ffff,42.19137,40.61547,20.77692
8a12ccd0b2c7fff,46.087692,38.808563,39.9844
8a12ea6dd2a7fff,2.8935208,40.470352,17.46306
8a12ccd6bd97fff,19.0806,39.670193,14.991407
8a12ccd43a8ffff,15.035572,58.00273,32.997765
8a12ccd2c377fff,27.553776,-16.176373,54.892464
8a12ea6c554ffff,-7.081234,57.29115,23.521652
8a12ccd23d77fff,48.85454,16.403946,34.107483
8a12ea6c0a27fff,21.736292,39.532837,25.208261
8a12ccd35097fff,35.91944,15.880825,43.56367
8a12ccd0985ffff,18.985743,8.79288,53.385715
8a12ea68a36ffff,21.65053,28.934256,26.277912
8a12ea6d5507fff,40.182346,-15.444467,55.568478
8a12ccd40d87fff,28.054295,39.172955,22.265907
8a12cc996d67fff,32.822136,5.579563,33.34244
8a12ccc60aaffff,34.150486,22.449348,27.220776
8a12ccd0e86ffff,16.85536,7.909911,24.061384
8a12ea6c591ffff,40.142082,35.48489,32.388626
8a12ea6884a7fff,31.27268,52.57132,10.236263
8a12ea6f068ffff,30.564045,19.226715,19.062986
8a12ea6d6587fff,39.07192,4.243535,38.184444
8a12ccd76677fff,11.854257,-18.847557,54.571342
8a12ccd6415ffff,23.83194,4.365322,34.62529
8a12ea6d198ffff,3.7294998,1.9432216,33.71184
8a12ccc0daa7fff,27.043732,-1.2202935,45.466995
8a12ccd31c6ffff,30.743488,11.171944,30.05733
8a12ea6f174ffff,21.461071,-36.856083,14.584925
8a12ccd5d16ffff,4.7855644,46.12161,34.586643
8a12ccd6449ffff,1.4676863,60.90763,28.123117
8a12ccd48087fff,29.204256,39.935837,24.450623
8a12ccd42457fff,22.251907,26.95298,59.20862
8a12ccd308e7fff,47.20789,41.791977,15.249492
8a12ccd2194ffff,26.29023,4.9614096,43.18048
8a12ccd2dd0ffff,33.512024,12.964709,28.498388
8a12ccd6272ffff,42.230663,35.44138,41.686615
8a12ccc2ca87fff,25.527363,19.508293,52.88445
8a12ccc744affff,17.450506,16.067406,71.88995
8a12ccd038dffff,33.659485,4.3036795,38.950222
8a12ccd2a3b7fff,47.045147,20.019127,29.867224
8a12ccc70817fff,28.565586,-1.534406,55.882687
8a12ccd5c42ffff,28.954845,36.927696,29.244656
8a12ccc21d47fff,33.24287,-6.7824707,63.09507
8a12ccd22d87fff,43.814445,16.495956,41.310646
8a12ccd61397fff,6.5272145,65.41123,82.504074
8a12ccd64687fff,-8.393226,34.62619,29.23001
8a12ea6d976ffff,-6.3689213,32.816875,31.793867
8a12ccd23387fff,29.575737,11.018977,36.51854
8a12ccd6b467fff,23.703342,50.14659,19.320997
8a12ccd6260ffff,30.590736,28.253407,35.576893
8a12ccd6e247fff,35.73645,41.96082,11.16019
8a12ea689a47fff,31.279179,15.893532,39.178425
8a12ea68a69ffff,31.197393,28.001715,28.467897
8a12ccd7116ffff,14.498961,51.73862,18.479319
8a12ea6f1497fff,25.141056,-12.867165,28.50981
8a12ea6d885ffff,4.3040943,39.946907,23.148987
8a12ccd23397fff,21.467085,4.7551045,34.469982
8a12ccd4bab7fff,37.88947,26.25015,18.51078
8a12ccd00187fff,18.497955,-3.7762637,33.172783
8a12ccc098affff,32.205696,35.48931,6.779863
8a12cc89272ffff,45.992466,48.827534,12.733068
8a12ccc74c27fff,27.865395,7.3655834,62.10282
8a12ea6c9447fff,36.12055,6.0328507,40.621185
8a12ccd41ac7fff,5.8925176,63.71789,28.664719
8a12ccd0e657fff,-7.12816,23.31622,18.778948
8a12ea699a37fff,24.928095,-1.4776037,34.3237
8a12ccc64ab7fff,33.56769,4.9958854,31.606041
8a12ccd0391ffff,38.32169,5.3629513,35.04367
8a12ccd7262ffff,12.458138,-8.79682,61.03072
8a12ea6d3ad7fff,49.914345,10.9454155,15.641692
8a12ccd5251ffff,20.89519,-0.22020483,51.31373
8a12ccd0484ffff,23.623898,18.2265,28.808311
8a12ccd6e227fff,40.275703,45.951565,12.716189
8a12ea6e676ffff,41.53368,48.07916,1.4420953
8a12ccd58257fff,65.397545,18.869583,22.670433
8a12ccc60127fff,5.751939,14.530063,32.786697
8a12ccd6b507fff,23.833977,42.519882,14.618063
8a12ccd6152ffff,7.414319,34.769035,38.5328
8a12ccd4388ffff,21.528994,57.400898,24.44355
8a12ea6d3d8ffff,59.56545,13.4146385,7.08798
8a12ccd09697fff,14.539569,12.759505,58.660282
8a12ea6c86d7fff,27.432032,3.7030756,35.97041
8a12ccc2ab57fff,33.61036,-9.2622,53.056175
8a12ccd48d5ffff,6.5612373,60.42701,29.904655
8a12ea6c8427fff,-23.835629,25.516598,31.736872
8a12cc993b5ffff,40.33871,49.104454,-1.3654573
8a12ea6dc687fff,12.017951,39.90761,27.455065
8a12ccc76d1ffff,-9.858484,14.965565,37.774364
8a12ccd2d6c7fff,35.107594,8.842237,44.535683
8a12ccd2054ffff,26.767494,-1.050796,32.844936
8a12ccc458a7fff,38.49087,27.767212,5.3695664
8a12ccd0c7b7fff,38.553654,-9.583103,53.084152
8a12ccd7275ffff,14.63559,-5.874772,74.09688
8a12ccd6565ffff,32.395535,7.3854833,42.2088
8a12ea68b217fff,48.325737,-0.23785663,47.859188
